resource,consumer
Euphausia_spp,Macronectes_halli
Calanus_spp,Oceanites_sp
Clausocalanus_spp,Oceanites_sp
Ctenocalanus_vanus,Oceanites_sp
Drepanopus_forcipatus,Oceanites_sp
Neocalanus_tonsus,Oceanites_sp
Oithona_spp,Oceanites_sp
Pseudosagitta_gazellae,Oceanites_sp
Rhincalanus_gigas,Oceanites_sp
Foraminifera,Aglaophamus_virginis
Detritus,Ampharete_kerguelensis
Detritus,Anobothrus_sp
Detritus,Boccardia_sp
Detritus,Chaetopterus_antarcticus
Detritus,Cirratulidae
Harmothoe_sp,Coelorinchus_fasciatus
Harmothoe_sp,Coelorinchus_marinii
Detritus,Eteone_spp
Necromass,Eteone_spp
Foraminifera,Eunice_pennata
Detritus,Eunice_pennata
Detritus,Glycera_spp
Diatoms_benthic,Harmothoe_sp
Diatoms_centric,Harmothoe_sp
Diatoms_pennate,Harmothoe_sp
Foraminifera,Hyalinoecia_artifex
Colossendeis_megalonyx,Laetmonice_producta
Detritus,Laetmonice_producta
Detritus,Lanice_sp
Detritus,Nicon_maculata
Foraminifera,Nothria_anoculata
Detritus,Nothria_anoculata
Detritus,Onuphis_pseudoiridescens
Diatoms_centric,Pelagobia_longicirrata
Detritus,Spiophanes_sp
Detritus,Terebellides_malvinensis
Diatoms_benthic,Thelepus_sp
Diatoms_centric,Thelepus_sp
Diatoms_pennate,Thelepus_sp
Foraminifera,Travisia_kerguelensis
Detritus,Moruloidea_darwinii
Necromass,Natatolana_pastorei
Emiliania_huxleyi,Calanus_spp
Phaeocystis_antarctica,Calanus_spp
Emiliania_huxleyi,Drepanopus_forcipatus
Phaeocystis_antarctica,Drepanopus_forcipatus
Diatoms_pennate,Drepanopus_forcipatus
Diatoms_benthic,Drepanopus_forcipatus
Rhizosolenia_crassa,Drepanopus_forcipatus
Dinoflagellates_heterosol,Drepanopus_forcipatus
Dictyocha_speculum,Drepanopus_forcipatus
Bacteria,Calcarea
Diatoms_benthic,Calcarea
Diatoms_centric,Calcarea
Diatoms_pennate,Calcarea
Detritus,Aega_semicarinata
Detritus,Clathria_spp
Detritus,Eucranta_sp
Rhincalanus_gigas,Gorgonocephalus_chilensis
Calanus_spp,Gorgonocephalus_chilensis
Phaeocystis_antarctica,Haplocheira_barbimana_robusta
Diatoms_centric,Haplocheira_barbimana_robusta
Diatoms_pennate,Haplocheira_barbimana_robusta
Rhizosolenia_crassa,Haplocheira_barbimana_robusta
Dinoflagellates_heterosol,Haplocheira_barbimana_robusta
Detritus,Haplocheira_barbimana_robusta
Dictyocha_speculum,Haplocheira_barbimana_robusta
Limopsis_sp,Lysasterias_sp
Ophiacantha_sp,Lysasterias_sp
Astrotoma_agassizii,Lysasterias_sp
Gorgonocephalus_chilensis,Lysasterias_sp
Detritus,Lysasterias_sp
Pteraster_affinis,Odontaster_sp
Limopsis_sp,Parborlasia_corrugatus
Isosicyonis_alba,Parborlasia_corrugatus
Acodontaster_sp,Parborlasia_corrugatus
Bathybiaster_loripes,Parborlasia_corrugatus
Diplasterias_brucei,Parborlasia_corrugatus
Lysasterias_sp,Parborlasia_corrugatus
Notioceramus_anomalus,Parborlasia_corrugatus
Odontaster_sp,Parborlasia_corrugatus
Perknaster_sp,Parborlasia_corrugatus
Pteraster_affinis,Parborlasia_corrugatus
Detritus,Parborlasia_corrugatus
Eucranta_sp,Parborlasia_corrugatus
Harmothoe_sp,Parborlasia_corrugatus
Laetmonice_producta,Parborlasia_corrugatus
Pista_spp,Parborlasia_corrugatus
Polyeunoa_laevis,Parborlasia_corrugatus
Clathria_spp,Parborlasia_corrugatus
Haplosclerida,Parborlasia_corrugatus
Latrunculia_sp,Parborlasia_corrugatus
Poecilosclerida,Parborlasia_corrugatus
Tedania_sp,Parborlasia_corrugatus
Detritus,Primnoella_scotiae
Pelagobia_longicirrata,Rhodalia_miranda
Calanus_spp,Rhodalia_miranda
Phaeocystis_antarctica,Salpidae
Diatoms_centric,Salpidae
Diatoms_pennate,Salpidae
Rhizosolenia_crassa,Salpidae
Dinoflagellates_heterosol,Salpidae
Detritus,Salpidae
Pelagobia_longicirrata,Salpidae
Dictyocha_speculum,Salpidae
Rhincalanus_gigas,Salpidae
Eukrohnia_hamata,Salpidae
Detritus,Tedania_sp
Haplocheira_barbimana_robusta,Tryphosella_sp
Themisto_gaudichaudii,Tryphosella_sp
Tryphosella_sp,Tryphosella_sp
Emiliania_huxleyi,Cyclochlamys_argentina
Diatoms_benthic,Cyclochlamys_argentina
Diatoms_centric,Cyclochlamys_argentina
Diatoms_pennate,Cyclochlamys_argentina
Aplidium_spp,Odontaster_penicillatus
Ascidia_meridionalis,Odontaster_penicillatus
Cnemidocarpa_spp,Odontaster_penicillatus
Didemnum_studeri,Odontaster_penicillatus
Pyura_spp,Odontaster_penicillatus
Sycozoa_sigillinoides,Odontaster_penicillatus
Aplidium_spp,Odontaster_sp
Ascidia_meridionalis,Odontaster_sp
Cnemidocarpa_spp,Odontaster_sp
Didemnum_studeri,Odontaster_sp
Pyura_spp,Odontaster_sp
Sycozoa_sigillinoides,Odontaster_sp
Munida_gregaria,Macronectes_giganteus
Doryteuthis_gahi,Macronectes_giganteus
Bacteria,Poecilosclerida
Pogonolycus_elegans,Lagenorhynchus_australis
Iluocoetes_fimbriatus,Lagenorhynchus_australis
Melanostigma_gelatinosum,Lagenorhynchus_australis
Doryteuthis_gahi,Lagenorhynchus_cruciger
Bacteria,Convexella_magelhaenica
Bacteria,Ideogorgia_laurae
Bacteria,Thouarella_spp
Diatoms_benthic,Thouarella_spp
Detritus,Thouarella_spp
Doryteuthis_gahi,Hyperoodon_planifrons
Dissostichus_eleginoides,Hyperoodon_planifrons
Micromesistius_australis,Hyperoodon_planifrons
Dissostichus_eleginoides,Mesoplodon_bowdoini
Micromesistius_australis,Mesoplodon_bowdoini
Doryteuthis_gahi,Mesoplodon_grayi
Dissostichus_eleginoides,Mesoplodon_grayi
Micromesistius_australis,Mesoplodon_grayi
Doryteuthis_gahi,Mesoplodon_layardii
Dissostichus_eleginoides,Mesoplodon_layardii
Micromesistius_australis,Mesoplodon_layardii
Doryteuthis_gahi,Tasmacetus_shepherdi
Dissostichus_eleginoides,Tasmacetus_shepherdi
Micromesistius_australis,Tasmacetus_shepherdi
Doryteuthis_gahi,Ziphius_cavirostris
Dissostichus_eleginoides,Ziphius_cavirostris
Micromesistius_australis,Ziphius_cavirostris
Bacteria,Halichondrida
Diatoms_benthic,Halichondrida
Diatoms_centric,Halichondrida
Diatoms_pennate,Halichondrida
Pelagobia_longicirrata,Themisto_gaudichaudii
Calanus_spp,Themisto_gaudichaudii
Clausocalanus_spp,Themisto_gaudichaudii
Euphausia_spp,Themisto_gaudichaudii
Pseudosagitta_gazellae,Themisto_gaudichaudii
Detritus,Pagurus_comptus
Necromass,Pagurus_comptus
Detritus,Pagurus_forceps
Necromass,Pagurus_forceps
Brachiopoda_spp,Paralomis_granulosa
Diatoms_centric,Aspidostoma_giganteum
Diatoms_pennate,Aspidostoma_giganteum
Dinoflagellates_heterosol,Aspidostoma_giganteum
Diatoms_centric,Burdwoodipora_paguricola
Diatoms_pennate,Burdwoodipora_paguricola
Dinoflagellates_heterosol,Burdwoodipora_paguricola
Themisto_gaudichaudii,Daption_capense
Themisto_gaudichaudii,Eudyptes_chrysocome
Themisto_gaudichaudii,Oceanites_sp
Themisto_gaudichaudii,Pelecanoides_sp
Themisto_gaudichaudii,Procellaria_aequinoctialis
Tulpa_tulipifera,Daption_capense
Cyrtostrombidium_sp,Convexella_magelhaenica
Laboea_strobila,Convexella_magelhaenica
Lohmanniella_sp,Convexella_magelhaenica
Strobilidium_sp,Convexella_magelhaenica
Strombidinopsis_sp,Convexella_magelhaenica
Strombidium_spp,Convexella_magelhaenica
Diatoms_benthic,Convexella_magelhaenica
Dinoflagellates_heterosol,Convexella_magelhaenica
Detritus,Convexella_magelhaenica
Diatoms_benthic,Ideogorgia_laurae
Detritus,Ideogorgia_laurae
Cyrtostrombidium_sp,Primnoella_scotiae
Laboea_strobila,Primnoella_scotiae
Lohmanniella_sp,Primnoella_scotiae
Strobilidium_sp,Primnoella_scotiae
Strombidinopsis_sp,Primnoella_scotiae
Strombidium_spp,Primnoella_scotiae
Diatoms_centric,Primnoella_scotiae
Dinoflagellates_heterosol,Primnoella_scotiae
Cyrtostrombidium_sp,Primnoisis_antarctica
Laboea_strobila,Primnoisis_antarctica
Lohmanniella_sp,Primnoisis_antarctica
Strobilidium_sp,Primnoisis_antarctica
Strombidinopsis_sp,Primnoisis_antarctica
Strombidium_spp,Primnoisis_antarctica
Diatoms_benthic,Primnoisis_antarctica
Diatoms_centric,Primnoisis_antarctica
Diatoms_pennate,Primnoisis_antarctica
Dinoflagellates_heterosol,Primnoisis_antarctica
Detritus,Primnoisis_antarctica
Cyrtostrombidium_sp,Thouarella_spp
Laboea_strobila,Thouarella_spp
Lohmanniella_sp,Thouarella_spp
Strobilidium_sp,Thouarella_spp
Strombidinopsis_sp,Thouarella_spp
Strombidium_spp,Thouarella_spp
Dinoflagellates_heterosol,Thouarella_spp
Detritus,Appendicularia_spp
Synechococcus_sp,Appendicularia_spp
Macrourus_carinatus,Thalassarche_chrysostoma
Macrourus_holotrachys,Thalassarche_chrysostoma
Macrourus_whitsoni,Thalassarche_chrysostoma
Coelorinchus_fasciatus,Thalassarche_chrysostoma
Coelorinchus_kayomaru,Thalassarche_chrysostoma
Coelorinchus_marinii,Thalassarche_chrysostoma
Necromass,Thalassarche_chrysostoma
Bacteria,Appendicularia_spp
Emiliania_huxleyi,Appendicularia_spp
Phaeocystis_antarctica,Appendicularia_spp
Diatoms_centric,Copepodite
Diatoms_pennate,Copepodite
Colossendeis_megalonyx,Muraenolepis_spp
Euphausia_spp,Muraenolepis_spp
Aspidostoma_giganteum,Paralomis_granulosa
Burdwoodipora_paguricola,Paralomis_granulosa
Pseudechinus_magellanicus,Paralomis_granulosa
Foraminifera,Paralomis_granulosa
Calliostoma_spp,Paralomis_granulosa
Margarella_spp,Paralomis_granulosa
Themisto_gaudichaudii,Sprattus_fuegensis
Emiliania_huxleyi,Cnemidocarpa_spp
Phaeocystis_antarctica,Cnemidocarpa_spp
Macruronus_novaezelandiae,Bathyraja_brachyurops
Patagonotothen_kreffti,Bathyraja_brachyurops
Genypterus_blacodes,Bathyraja_brachyurops
Adelomelon_ancilla,Bathyraja_brachyurops
Argeneuthria_varicosa,Bathyraja_brachyurops
Odontocymbiola_magellanica,Bathyraja_brachyurops
Aglaophamus_virginis,Bathyraja_brachyurops
Lumbrineriidae,Bathyraja_brachyurops
Maldaniidae,Bathyraja_brachyurops
Nephtys_sp,Bathyraja_brachyurops
Trophon_geversianus,Anasterias_antarctica
Trophon_ohlini,Anasterias_antarctica
Trophon_plicatus,Anasterias_antarctica
Hiatella_sp,Trophon_geversianus
Rhizosolenia_crassa,Copepodite
Diatoms_benthic,Neocalanus_tonsus
Diatoms_centric,Neocalanus_tonsus
Diatoms_pennate,Neocalanus_tonsus
Azadinium_sp,Neocalanus_tonsus
Dinoflagellates_heterosol,Neocalanus_tonsus
Gymnodinium_sp,Neocalanus_tonsus
Larvae_Nauplii,Neocalanus_tonsus
Bacteria,Hexactinellida
Dinoflagellates_heterosol,Hexactinellida
Foraminifera,Hexactinellida
Cyrtostrombidium_sp,Copepodite
Laboea_strobila,Copepodite
Lohmanniella_sp,Copepodite
Strobilidium_sp,Copepodite
Strombidinopsis_sp,Copepodite
Strombidium_spp,Copepodite
Strombidium_spp,Larvae_Nauplii
Emiliania_huxleyi,Larvae_Nauplii
Phaeocystis_antarctica,Larvae_Nauplii
Diatoms_benthic,Larvae_Nauplii
Diatoms_centric,Larvae_Nauplii
Diatoms_pennate,Larvae_Nauplii
Gymnodinium_sp,Larvae_Nauplii
Detritus,Eatoniella_spp
Orbiniidae,Boccardia_sp
Orbiniidae,Spiophanes_sp
Detritus,Onoba_spp
Bacteria,Serpula_spp
Alcyonium_antarcticum,Astrotoma_agassizii
Margarella_spp,Thalassarche_melanophris
Detritus,Liotella_crassicostata
Aega_semicarinata,Thalassarche_melanophris
Astrotoma_agassizii,Bathybiaster_loripes
Harmothoe_sp,Bathybiaster_loripes
Polyeunoa_laevis,Bathybiaster_loripes
Detritus,Notioceramus_anomalus
Diatoms_benthic,Glabraster_antarctica
Diatoms_centric,Glabraster_antarctica
Diatoms_pennate,Glabraster_antarctica
Emiliania_huxleyi,Astarte_sp
Diatoms_benthic,Astarte_sp
Diatoms_centric,Astarte_sp
Diatoms_pennate,Astarte_sp
Doryteuthis_gahi,Diomedea_sp
Doryteuthis_gahi,Thalassarche_melanophris
Micromesistius_australis,Thalassarche_melanophris
Doryteuthis_gahi,Thalassarche_chrysostoma
Doryteuthis_gahi,Fulmarus_glacialoides
Dissostichus_eleginoides,Fulmarus_glacialoides
Doryteuthis_gahi,Eudyptes_chrysocome
Micromesistius_australis,Spheniscus_magellanicus
Alcyonium_antarcticum,Polyeunoa_laevis
Detritus,Polyeunoa_laevis
Ophiacantha_sp,Laetmonice_producta
Necromass,Prosipho_crassicostatus
Emiliania_huxleyi,Eurhomalea_sp
Diatoms_benthic,Eurhomalea_sp
Diatoms_centric,Eurhomalea_sp
Diatoms_pennate,Eurhomalea_sp
Eurhomalea_sp,Adelomelon_ancilla
Pelagobia_longicirrata,Muraenolepis_spp
Detritus,Nicolea_chilensis
Detritus,Pista_spp
Munida_gregaria,Balaenoptera_physalus
Munida_spinosa,Balaenoptera_physalus
Halicarcinus_planatus,Pachyptila_sp
Themisto_gaudichaudii,Pachyptila_sp
Diatoms_benthic,Clavularia_sp
Diatoms_centric,Clavularia_sp
Diatoms_pennate,Clavularia_sp
Clavularia_sp,Metepimeria_acanthurus
Thouarella_spp,Dactylanthus_antarcticus
Detritus,Campanularia_sp
Detritus,Obelia_spp
Detritus,Tulpa_tulipifera
Puncturella_conica,Austrocidaris_canaliculata
Diatoms_benthic,Psolus_segregatus
Sprattus_fuegensis,Spheniscus_magellanicus
Macrourus_holotrachys,Diomedea_sp
Coelorinchus_fasciatus,Genypterus_blacodes
Guttigadus_kongi,Thalassarche_melanophris
Notophycis_marginata,Genypterus_blacodes
Micromesistius_australis,Genypterus_blacodes
Agonopsis_chiloensis,Spheniscus_magellanicus
Macrourus_whitsoni,Thalassarche_melanophris
Lepidonotothen_squamifrons,Dissostichus_eleginoides
Patagonotothen_guntheri,Procellaria_aequinoctialis
Patagonotothen_guntheri,Thalassarche_melanophris
Themisto_gaudichaudii,Dissostichus_eleginoides
Detritus,Puncturella_conica
Latrunculia_sp,Puncturella_conica
Astrotoma_agassizii,Cheiraster_(Luidiaster)_gerlachei
Ophiacantha_sp,Cheiraster_(Luidiaster)_gerlachei
Ophiacantha_vivipara,Cheiraster_(Luidiaster)_gerlachei
Detritus,Cheiraster_(Luidiaster)_gerlachei
Diatoms_benthic,Polydora_sp
Diatoms_centric,Polydora_sp
Diatoms_pennate,Polydora_sp
Limopsis_sp,Pteraster_affinis
Glycera_spp,Colossendeis_megalonyx
Necromass,Parabuccinum_politum
Ophiactis_sp,Ophiactis_sp
Emiliania_huxleyi,Gymnodinium_sp
Hexactinellida,Seba_subantarctica
Convexella_magelhaenica,Ceramaster_patagonicus
Ideogorgia_laurae,Ceramaster_patagonicus
Primnoella_scotiae,Ceramaster_patagonicus
Primnoisis_antarctica,Ceramaster_patagonicus
Convexella_magelhaenica,Hippasteria_falklandica
Ideogorgia_laurae,Hippasteria_falklandica
Primnoella_scotiae,Hippasteria_falklandica
Primnoisis_antarctica,Hippasteria_falklandica
Convexella_magelhaenica,Notioceramus_anomalus
Ideogorgia_laurae,Notioceramus_anomalus
Primnoella_scotiae,Notioceramus_anomalus
Primnoisis_antarctica,Notioceramus_anomalus
Anthoptilum_grandiflorum,Hormathia_pectinata
Halipteris_africana,Hormathia_pectinata
Euphausia_spp,Dissostichus_eleginoides
Astarte_sp,Falsilunatia_carcellesi
Astarte_sp,Fuegotrophon_pallidus
Astarte_sp,Trophon_geversianus
Astarte_sp,Trophon_ohlini
Astarte_sp,Trophon_plicatus
Necromass,Myxine_spp
Doryteuthis_gahi,Genypterus_blacodes
Mancopsetta_maculata,Genypterus_blacodes
Pagurus_comptus,Coelorinchus_fasciatus
Pagurus_forceps,Coelorinchus_fasciatus
Euphausia_spp,Coelorinchus_fasciatus
Doryteuthis_gahi,Coelorinchus_marinii
Munida_gregaria,Coelorinchus_marinii
Munida_spinosa,Coelorinchus_marinii
Foraminifera,Coelorinchus_marinii
Diatoms_pennate,Sprattus_fuegensis
Larvae_Fish,Sprattus_fuegensis
Themisto_gaudichaudii,Coelorinchus_fasciatus
Munida_gregaria,Coelorinchus_fasciatus
Pagurus_comptus,Macrourus_carinatus
Pagurus_forceps,Macrourus_carinatus
Foraminifera,Austrocidaris_canaliculata
Euphausia_spp,Fulmarus_glacialoides
Emiliania_huxleyi,Paralomis_granulosa
Phaeocystis_antarctica,Paralomis_granulosa
Lumbrineriidae,Aglaophamus_virginis
Aglaophamus_virginis,Halicarcinus_planatus
Agonopsis_chiloensis,Phalacrocorax_atriceps
Metepimeria_acanthurus,Amblyraja_georgiana
Themisto_gaudichaudii,Amblyraja_georgiana
Doryteuthis_gahi,Amblyraja_georgiana
Austrocidaris_canaliculata,Amblyraja_georgiana
Austrocidaris_spinulosida,Amblyraja_georgiana
Lepidonotothen_squamifrons,Amblyraja_georgiana
Muraenolepis_spp,Amblyraja_georgiana
Patagonotothen_guntheri,Amblyraja_georgiana
Trophon_geversianus,Amblyraja_georgiana
Trophon_ohlini,Amblyraja_georgiana
Trophon_plicatus,Amblyraja_georgiana
Acanthoserolis_schythei,Amblyraja_georgiana
Natatolana_pastorei,Amblyraja_georgiana
Neoserolis_exigua,Amblyraja_georgiana
Aglaophamus_virginis,Amblyraja_georgiana
Boccardia_sp,Amblyraja_georgiana
Eucranta_sp,Amblyraja_georgiana
Harmothoe_sp,Amblyraja_georgiana
Hermadion_magalhaensi,Amblyraja_georgiana
Nephtys_sp,Amblyraja_georgiana
Polydora_sp,Amblyraja_georgiana
Polyeunoa_laevis,Amblyraja_georgiana
Spiophanes_sp,Amblyraja_georgiana
Euphausia_spp,Amblyraja_georgiana
Bacteria,Ampharete_kerguelensis
Foraminifera,Ampharete_kerguelensis
Doryteuthis_gahi,Arctocephalus_australis
Themisto_gaudichaudii,Ardenna_gravis
Doryteuthis_gahi,Ardenna_gravis
Dissostichus_eleginoides,Ardenna_gravis
Necromass,Ardenna_gravis
Euphausia_spp,Ardenna_gravis
Necromass,Ardenna_grisea
Themisto_gaudichaudii,Ardenna_grisea
Doryteuthis_gahi,Ardenna_grisea
Euphausia_spp,Ardenna_grisea
Diatoms_benthic,Astrotoma_agassizii
Diatoms_centric,Astrotoma_agassizii
Diatoms_pennate,Astrotoma_agassizii
Foraminifera,Astrotoma_agassizii
Detritus,Astrotoma_agassizii
Euphausia_spp,Astrotoma_agassizii
Themisto_gaudichaudii,Balaenoptera_acutorostrata
Munida_gregaria,Balaenoptera_acutorostrata
Munida_spinosa,Balaenoptera_acutorostrata
Micromesistius_australis,Balaenoptera_acutorostrata
Calanus_spp,Balaenoptera_acutorostrata
Euphausia_spp,Balaenoptera_acutorostrata
Themisto_gaudichaudii,Balaenoptera_bonaerensis
Euphausia_spp,Balaenoptera_bonaerensis
Themisto_gaudichaudii,Balaenoptera_borealis
Munida_gregaria,Balaenoptera_borealis
Munida_spinosa,Balaenoptera_borealis
Calanus_spp,Balaenoptera_borealis
Euphausia_spp,Balaenoptera_borealis
Themisto_gaudichaudii,Balaenoptera_physalus
Calanus_spp,Balaenoptera_physalus
Euphausia_spp,Balaenoptera_physalus
Bacteria,Boccardia_sp
Diatoms_benthic,Boccardia_sp
Diatoms_centric,Boccardia_sp
Diatoms_pennate,Boccardia_sp
Boccardia_sp,Mancopsetta_maculata
Themisto_gaudichaudii,Careproctus_sp
Munida_gregaria,Careproctus_sp
Pagurus_comptus,Careproctus_sp
Careproctus_sp,Careproctus_sp
Detritus,Careproctus_sp
Calanus_spp,Careproctus_sp
Cirratulidae,Lumbrineriidae
Cirratulidae,Polydora_sp
Coelorinchus_fasciatus,Procellaria_aequinoctialis
Diatoms_centric,Ctenocalanus_vanus
Pelagobia_longicirrata,Ctenocalanus_vanus
Doryteuthis_gahi,Daption_capense
Campanularia_sp,Daption_capense
Obelia_spp,Daption_capense
Austrodoris_sp,Daption_capense
Necromass,Daption_capense
Euphausia_spp,Daption_capense
Pseudosagitta_gazellae,Daption_capense
Rhincalanus_gigas,Daption_capense
Dictyocha_speculum,Astrotoma_agassizii
Dictyocha_speculum,Ophioplinthus_confragosa
Dictyocha_speculum,Ophioplinthus_inornata
Dictyocha_speculum,Pseudosagitta_gazellae
Dictyocha_speculum,Rhincalanus_gigas
Euphausia_spp,Diomedea_sp
Doryteuthis_gahi,Dissostichus_eleginoides
Enteroctopus_megalocyathus,Dissostichus_eleginoides
Munida_gregaria,Dissostichus_eleginoides
Pagurus_comptus,Dissostichus_eleginoides
Muraenolepis_spp,Dissostichus_eleginoides
Pogonolycus_elegans,Dissostichus_eleginoides
Melanostigma_gelatinosum,Dissostichus_eleginoides
Natatolana_pastorei,Dissostichus_eleginoides
Dissostichus_eleginoides,Macronectes_giganteus
Dissostichus_eleginoides,Macronectes_halli
Dissostichus_eleginoides,Thalassarche_chrysostoma
Diatoms_centric,Eteone_spp
Dinoflagellates_heterosol,Eteone_spp
Boccardia_sp,Eteone_spp
Eunereis_patagonica,Eteone_spp
Glycera_spp,Eteone_spp
Nephtys_sp,Eteone_spp
Nicon_maculata,Eteone_spp
Polydora_sp,Eteone_spp
Spiophanes_sp,Eteone_spp
Euphausia_spp,Eudyptes_chrysocome
Foraminifera,Boccardia_sp
Foraminifera,Cirratulidae
Foraminifera,Clavularia_sp
Detritus,Foraminifera
Foraminifera,Harmothoe_sp
Foraminifera,Ophiacantha_sp
Foraminifera,Orbiniidae
Foraminifera,Pelagobia_longicirrata
Foraminifera,Polydora_sp
Foraminifera,Pseudosagitta_gazellae
Foraminifera,Puncturella_conica
Foraminifera,Rhincalanus_gigas
Foraminifera,Spiophanes_sp
Euphausia_spp,Genypterus_blacodes
Detritus,Glabraster_antarctica
Gymnodinium_sp,Appendicularia_spp
Phaeocystis_antarctica,Gymnodinium_sp
Diatoms_centric,Gymnodinium_sp
Diatoms_benthic,Gymnodinium_sp
Synechococcus_sp,Gymnodinium_sp
Gymnodinium_sp,Protoperidinium_sp
Diatoms_benthic,Gyrodinium_sp
Diatoms_centric,Gyrodinium_sp
Diatoms_pennate,Gyrodinium_sp
Colossendeis_megalonyx,Harmothoe_sp
Aspidostoma_giganteum,Harmothoe_sp
Burdwoodipora_paguricola,Harmothoe_sp
Detritus,Harmothoe_sp
Sprattus_fuegensis,Lagenorhynchus_cruciger
Doryteuthis_gahi,Macrourus_whitsoni
Diatoms_benthic,Magelona_alleni
Diatoms_centric,Magelona_alleni
Diatoms_pennate,Magelona_alleni
Detritus,Magelona_alleni
Mancopsetta_maculata,Thalassarche_melanophris
Doryteuthis_gahi,Melanostigma_gelatinosum
Euphausia_spp,Melanostigma_gelatinosum
Pseudosagitta_gazellae,Melanostigma_gelatinosum
Micromesistius_australis,Phalacrocorax_atriceps
Micromesistius_australis,Procellaria_aequinoctialis
Muraenolepis_spp,Phalacrocorax_atriceps
Muraenolepis_spp,Thalassarche_chrysostoma
Muraenolepis_spp,Thalassarche_melanophris
Pagurus_comptus,Myxine_spp
Pagurus_forceps,Myxine_spp
Detritus,Myxine_spp
Neocalanus_tonsus,Balaenoptera_physalus
Diatoms_benthic,Nephtys_sp
Diatoms_centric,Nephtys_sp
Diatoms_pennate,Nephtys_sp
Foraminifera,Nephtys_sp
Detritus,Nephtys_sp
Diatoms_pennate,Eunereis_patagonica
Foraminifera,Eunereis_patagonica
Detritus,Eunereis_patagonica
Boccardia_sp,Eunereis_patagonica
Nephtys_sp,Eunereis_patagonica
Polydora_sp,Eunereis_patagonica
Spiophanes_sp,Eunereis_patagonica
Eunereis_patagonica,Glycera_spp
Nicon_maculata,Glycera_spp
Diatoms_pennate,Nicon_maculata
Foraminifera,Nicon_maculata
Boccardia_sp,Nicon_maculata
Nephtys_sp,Nicon_maculata
Polydora_sp,Nicon_maculata
Spiophanes_sp,Nicon_maculata
Doryteuthis_gahi,Oceanites_sp
Obelia_spp,Oceanites_sp
Tulpa_tulipifera,Oceanites_sp
Euphausia_spp,Oceanites_sp
Detritus,Odontaster_sp
Oithona_spp,Oenonidae
Foraminifera,Oithona_spp
Dictyocha_speculum,Oithona_spp
Pseudosagitta_gazellae,Oithona_spp
Diatoms_benthic,Ophiolimna_antarctica
Diatoms_centric,Ophiolimna_antarctica
Diatoms_pennate,Ophiolimna_antarctica
Foraminifera,Ophiolimna_antarctica
Orbiniidae,Aglaophamus_virginis
Orbiniidae,Appendicularia_spp
Orbiniidae,Nephtys_sp
Bacteria,Orbiniidae
Diatoms_benthic,Orbiniidae
Diatoms_centric,Orbiniidae
Diatoms_pennate,Orbiniidae
Orbiniidae,Polydora_sp
Doryteuthis_gahi,Otaria_flavescens
Amblyraja_doellojuradoi,Otaria_flavescens
Genypterus_blacodes,Otaria_flavescens
Jassa_alonsoae,Pachyptila_sp
Polycheria_spp,Pachyptila_sp
Doryteuthis_gahi,Pachyptila_sp
Calanus_spp,Pachyptila_sp
Clausocalanus_spp,Pachyptila_sp
Ctenocalanus_vanus,Pachyptila_sp
Drepanopus_forcipatus,Pachyptila_sp
Euphausia_spp,Pachyptila_sp
Neocalanus_tonsus,Pachyptila_sp
Pseudosagitta_gazellae,Pachyptila_sp
Rhincalanus_gigas,Pachyptila_sp
Bacteria,Paraonidae
Diatoms_benthic,Paraonidae
Diatoms_centric,Paraonidae
Diatoms_pennate,Paraonidae
Foraminifera,Paraonidae
Detritus,Paraonidae
Patagonotothen_guntheri,Patagonotothen_guntheri
Trophon_geversianus,Patagonotothen_guntheri
Trophon_ohlini,Patagonotothen_guntheri
Trophon_plicatus,Patagonotothen_guntheri
Acanthoserolis_schythei,Patagonotothen_guntheri
Aglaophamus_virginis,Patagonotothen_guntheri
Ampharete_kerguelensis,Patagonotothen_guntheri
Anobothrus_sp,Patagonotothen_guntheri
Cirratulidae,Patagonotothen_guntheri
Eunice_pennata,Patagonotothen_guntheri
Nephtys_sp,Patagonotothen_guntheri
Oithona_spp,Patagonotothen_guntheri
Tinerfe_cyanea,Patagonotothen_guntheri
Neoserolis_exigua,Patagonotothen_guntheri
Dinoflagellates_heterosol,Pelagobia_longicirrata
Pelagobia_longicirrata,Pelagobia_longicirrata
Dictyocha_speculum,Pelagobia_longicirrata
Pseudosagitta_gazellae,Pelagobia_longicirrata
Pelagobia_longicirrata,Rhincalanus_gigas
Halicarcinus_planatus,Pelecanoides_sp
Euphausia_spp,Pelecanoides_sp
Detritus,Perknaster_fuscus
Haplosclerida,Perknaster_fuscus
Poecilosclerida,Perknaster_fuscus
Brachiopoda_spp,Phalacrocorax_atriceps
Lepidonotothen_squamifrons,Phalacrocorax_atriceps
Eteone_spp,Aglaophamus_virginis
Eteone_spp,Macrourus_holotrachys
Eteone_spp,Nephtys_sp
Eteone_spp,Patagonotothen_guntheri
Boccardia_sp,Polydora_sp
Polydora_sp,Polydora_sp
Spiophanes_sp,Polydora_sp
Oithona_spp,Polydora_sp
Detritus,Potamilla_sp
Doryteuthis_gahi,Procellaria_aequinoctialis
Dinoflagellates_heterosol,Appendicularia_spp
Diatoms_centric,Protoperidinium_sp
Diatoms_benthic,Protoperidinium_sp
Diatoms_pennate,Protoperidinium_sp
Pseudosagitta_gazellae,Ctenocalanus_vanus
Rhodalia_miranda,Pseudosagitta_gazellae
