ID,TrophicSpecies,FunctionalGroup,TotalDegree,NumPrey,NumPred,Between,Close,TL,Omn,meanTrophicSimil,TopRole,Habitat
66,Metepimeria_acanthurus,Amphipoda,2,1,1,1,7.936507936507937e-4,3.25,0,0.008555834800846115,modspe,NA
67,Muraenolepis_spp,Fish_BenPel,10,3,7,67.32234368184284,9.276437847866419e-4,3.857,0.436,0.03154240150828181,modspe,Benthopelagic
68,Neoserolis_exigua,Isopoda,11,1,10,3.0512175499570455,0.0011111111111111111,2,0,0.05754311710631259,modspe,NA
69,Patagonotothen_guntheri,Fish_BenPel,68,55,13,1740.099824474744,0.0011534025374855825,3.382,0.368,0.03578383322474383,modcon,Benthopelagic
70,Polydora_sp,Polychaeta,15,10,5,222.5535056446821,0.001006036217303823,2.726,0.546,0.04864722001807554,modspe,Benthic
71,Polyeunoa_laevis,Polychaeta,6,2,4,50.74096038415366,0.001076426264800861,2.5,0.25,0.07283050062526739,modcon,Benthic
72,Spiophanes_sp,Polychaeta,8,3,5,4.1312834224598936,0.001049317943336831,2.733,0.276,0.05808758490746249,modspe,Benthic
73,Themisto_gaudichaudii,Amphipoda,44,9,35,344.0529206970444,0.0011723329425556857,3.072,0.603,0.052516594276039004,modspe,NA
74,Trophon_geversianus,Gastropoda,17,13,4,156.0752747252747,9.84251968503937e-4,2.637,0.259,0.02689655836739495,modspe,Benthic
75,Trophon_ohlini,Gastropoda,16,13,3,137.3252747252747,9.794319294809011e-4,2.637,0.259,0.027150637176193024,modspe,Benthic
76,Trophon_plicatus,Gastropoda,16,13,3,137.3252747252747,9.794319294809011e-4,2.637,0.259,0.027150637176193024,modspe,Benthic
77,Bacteria,Bacteria,32,0,32,0,9.633911368015414e-4,1,0,0.01803529204471503,modspe,NA
78,Ampharete_kerguelensis,Polychaeta,8,6,2,4.44749146338957,0.001128668171557562,2.167,0.139,0.12360133638542523,modcon,Benthic
79,Anasterias_antarctica,Echinodermata,3,3,0,0,7.183908045977011e-4,3.637,0,0.017106427608523888,modspe,Benthic
80,Halicarcinus_planatus,Decapoda,7,2,5,111.70658808978138,0.0010626992561105207,3.303,1.699,0.055037924815036283,modcon,NA
81,Anasterias_sp,Echinodermata,7,7,0,0,8.880994671403197e-4,3.252,0.685,0.009681182002938622,modspe,Benthic
82,Pagurus_comptus,Decapoda,17,5,12,35.02015206082433,0.0011627906976744186,2.6,0.24,0.05711353446242776,modspe,NA
83,Pareuthria_spp,Gastropoda,2,0,2,0,8.123476848090983e-4,1,0,0.023821473085380247,modspe,Benthic
84,Tonicia_lebruni,Polyplacophora,4,2,2,1.5857142857142856,9.970089730807576e-4,2.5,0.25,0.07759600575858004,modspe,Benthic
85,Turbonilla_strebeli,Gastropoda,2,0,2,0,7.117437722419929e-4,1,0,0.0065632347014177115,modspe,Benthic
86,Andaniotes_linearis,Amphipoda,1,1,0,0,7.230657989877079e-4,2,0,0.023971010040843732,modspe,NA
87,Anobothrus_sp,Polychaeta,3,1,2,0.2356853370718917,0.0010582010582010583,2,0,0.12061854028146923,modcon,Benthic
88,Cyrtostrombidium_sp,Ciliates,12,1,11,6.023376623376623,9.000900090009e-4,2,0,0.03300698522683703,modspe,Pelagic
89,Anthoptilum_grandiflorum,Cnidaria,10,9,1,8.155555555555555,0.0010245901639344263,2.778,0.395,0.0603538097642801,modspe,Benthic
90,Dinoflagellates_heterosol,Dinoflagellates,39,0,39,0,0.001059322033898305,1,0,0.03219968636588433,modspe,NA
91,Laboea_strobila,Ciliates,12,1,11,6.023376623376623,9.000900090009e-4,2,0,0.03300698522683703,modspe,Pelagic
92,Lohmanniella_sp,Ciliates,12,1,11,6.023376623376623,9.000900090009e-4,2,0,0.03300698522683703,modspe,Pelagic
93,Strobilidium_sp,Ciliates,12,1,11,60,8.936550491510277e-4,3,0,0.030483728023106196,modspe,Pelagic
94,Strombidinopsis_sp,Ciliates,12,1,11,6.023376623376623,9.000900090009e-4,2,0,0.03300698522683703,modspe,Pelagic
95,Strombidium_spp,Ciliates,14,1,13,22.929220779220778,9.140767824497258e-4,2,0,0.03371543903074012,modspe,Pelagic
96,Azadinium_sp,Dinoflagellates,21,0,21,0,9.505703422053232e-4,1,0,0.029370002375477516,modspe,NA
97,Aplidium_spp,Ascidiacea,13,10,3,9.017857142857142,0.0010570824524312897,2.1,0.09,0.0864323764321845,modspe,Benthic
98,Emiliania_huxleyi,Coccolithophorids,22,0,22,0,9.505703422053232e-4,1,0,0.022953515444219478,modspe,NA
99,Gymnodinium_sp,Dinoflagellates,27,5,22,183.35835106321846,0.0010214504596527069,2,0,0.04112349263953106,modspe,NA
100,Phaeocystis_antarctica,Coccolithophorids,20,0,20,0,9.416195856873823e-4,1,0,0.023189641292498942,modspe,NA
101,Appendicularia_spp,Zooplankton,11,8,3,125.62118672626728,0.001098901098901099,2.275,0.229,0.0592723465485469,modcon,Pelagic
102,Synechococcus_sp,Phytoplankton_Misc,7,0,7,0,8.532423208191126e-4,1,0,0.011964825075412123,modspe,NA
103,Coelorinchus_fasciatus,Fish_Demersal,16,8,8,161.01692843768475,9.775171065493646e-4,3.553,0.441,0.03704035272557982,modspe,Demersal
104,Arctocephalus_australis,MarineMammals_2,23,23,0,0,9.775171065493646e-4,4.21,0.886,0.04295388829635968,modspe,Land-based
105,Coelorinchus_kayomaru,Fish_Demersal,3,0,3,0,7.686395080707148e-4,1,0,0.013535164636603592,modspe,Demersal
106,Coelorinchus_marinii,Fish_Demersal,8,5,3,4.935770433529537,9.70873786407767e-4,3.334,0.662,0.029787668226246428,modspe,Demersal
107,Dissostichus_eleginoides,Fish_BenPel,54,30,24,2999.018584250563,0.0011025358324145535,3.929,0.917,0.04065322228856928,modhub,Benthopelagic
108,Enteroctopus_megalocyathus,Cephalopoda,30,16,14,499.7335246690665,0.0010070493454179255,3.524,0.306,0.030658636023215845,modspe,Pelagic
109,Genypterus_blacodes,Fish_Demersal,13,8,5,50.012319728104046,9.090909090909091e-4,3.884,0.701,0.04370028107453054,modspe,Demersal
110,Guttigadus_kongi,Fish_Demersal,3,0,3,0,7.727975270479134e-4,1,0,0.015374081767900347,modspe,Demersal
111,Macrourus_carinatus,Fish_BenPel,17,13,4,51.4601066390386,0.0010030090270812437,4.178,0.402,0.03395777070609964,modspe,Benthopelagic
112,Macrourus_holotrachys,Fish_BenPel,16,10,6,68.53570586111204,9.910802775024777e-4,3.792,0.524,0.03645531479589835,modspe,Benthopelagic
113,Macrourus_whitsoni,Fish_BenPel,6,2,4,0.411417852202166,8.695652173913044e-4,3.964,0.235,0.030470763259599798,modspe,Benthopelagic
114,Macruronus_novaezelandiae,Fish_BenPel,21,10,11,130.1533115242031,0.0010224948875255625,3.736,0.341,0.04622308478358605,modspe,Benthopelagic
115,Micromesistius_australis,Fish_Pel,39,15,24,1057.484028900959,0.001040582726326743,3.639,1.211,0.03662486707005641,modhub,Pelagic
116,Munida_gregaria,Decapoda,32,2,30,32.794540417450804,0.001141552511415525,2.5,0.25,0.047841807527992275,modspe,NA
117,Notophycis_marginata,Fish_BenPel,6,0,6,0,8e-4,1,0,0.027100334815446783,modspe,Benthopelagic
118,Patagonotothen_cornucola,Fish_BenPel,10,3,7,3.8577192056861342,9.000900090009e-4,3,0,0.02817371835638195,modspe,Benthopelagic
119,Patagonotothen_elegans,Fish_BenPel,9,3,6,3.1600301300558824,8.976660682226212e-4,3,0,0.028636106231032285,modspe,Benthopelagic
120,Patagonotothen_kreffti,Fish_BenPel,9,3,6,3.4053382533051826,8.968609865470852e-4,3,0,0.026034886008015384,modspe,Benthopelagic
121,Salilota_australis,Fish_Demersal,18,13,5,2505.329901405945,0.0010050251256281408,4.191,0.504,0.05200868189736554,modspe,Demersal
122,Sprattus_fuegensis,Fish_Pel,42,17,25,411.94473709145814,0.001128668171557562,3.454,0.688,0.047016417279384444,modspe,Pelagic
123,Ardenna_gravis,SeaBirds,6,6,0,0,9.000900090009e-4,3.897,0.914,0.05122387595654267,modspe,Land-based
124,Ardenna_grisea,SeaBirds,6,6,0,0,9.000900090009e-4,3.897,0.914,0.05122387595654267,modspe,Land-based
125,Poecilosclerida,Porifera,17,12,5,37.61048557774364,0.001088139281828074,2.083,0.076,0.07599919852556374,modspe,Benthic
126,Aristias_antarcticus,Amphipoda,1,1,0,0,7.698229407236335e-4,3.083,0,0.0063661538666816495,modspe,NA
127,Colossendeis_megalonyx,Benthos_Misc,8,2,6,248.97043650793654,9.107468123861566e-4,3.786,0.285,0.012644066185633752,modcon,Benthic
128,Asbestopluma_sp,Porifera,3,3,0,0,7.961783439490446e-4,3.861,0.436,0.009761820770466022,modcon,Benthic
129,Larvae_Nauplii,Zooplankton,13,7,6,98.35661610776955,0.0010204081632653062,2.286,0.204,0.05476770521846109,modcon,Pelagic
130,Oithona_spp,Zooplankton,28,12,16,615.3646415191342,0.0010822510822510823,2.51,0.408,0.05238970267520983,modcon,Pelagic
131,Ascidia_meridionalis,Ascidiacea,12,10,2,3.184523809523809,0.0010548523206751054,2.1,0.09,0.09157079428244125,modspe,Benthic
132,Aspidostoma_giganteum,Bryozoa,15,3,12,29.21927233842281,0.0010638297872340426,2,0,0.04535090222499478,modcon,Benthic
133,Astarte_sp,Bivalvia,10,4,6,10.775,8.771929824561404e-4,2,0,0.05320844286580977,modspe,NA
134,Astrotoma_agassizii,Echinodermata,11,8,3,53.45396825396825,0.0011210762331838565,2.435,0.334,0.08258672663223277,modcon,Benthic
135,Dictyocha_speculum,Silicoflagellates,18,0,18,0,9.398496240601503e-4,1,0,0.02674743749263145,modspe,NA
136,Puncturella_conica,Gastropoda,4,3,1,10.5,9.80392156862745e-4,2.333,0.222,0.07858237108020616,modspe,Benthic
137,Haplosclerida,Porifera,16,11,5,57.49358331035751,0.0010869565217391304,2.091,0.083,0.07531186065295464,modspe,Benthic
138,Austrodoris_sp,Gastropoda,5,1,4,27.0959043704205,9.652509652509653e-4,3.091,0,0.027600133657240185,modspe,Benthic
139,Austrofilius_furcatus,Isopoda,1,1,0,0,9.233610341643582e-4,2,0,0.1793132832820471,modspe,NA
140,Austrofilius_sp,Isopoda,1,1,0,0,9.233610341643582e-4,2,0,0.1793132832820471,modspe,NA
141,Austronanus_dentatus,Isopoda,1,1,0,0,9.233610341643582e-4,2,0,0.1793132832820471,modspe,NA
142,Calanus_spp,Zooplankton,37,16,21,515.7052758506944,0.001226993865030675,2.5,0.375,0.057049907669916314,modhub,Pelagic
143,Balaenoptera_acutorostrata,MarineMammals_1,13,13,0,0,9.523809523809524e-4,3.575,0.391,0.04863127482038491,modspe,Pelagic
144,Clausocalanus_spp,Zooplankton,28,13,15,146.47747571219298,0.0010427528675703858,2.615,0.391,0.04898188278559353,modspe,Pelagic
145,Ctenocalanus_vanus,Zooplankton,30,16,14,137.25003485576806,0.0010504201680672268,2.696,0.457,0.052084532213604914,modhub,Pelagic
146,Drepanopus_forcipatus,Zooplankton,21,7,14,41.06079645861314,0.0010204081632653062,2,0,0.048125103879137446,modspe,Pelagic
147,Munida_spinosa,Decapoda,10,0,10,0,8.305647840531562e-4,1,0,0.019649684497239472,modspe,NA
148,Neocalanus_tonsus,Zooplankton,21,7,14,24.759515030214242,0.0010183299389002036,2.327,0.272,0.05468909704881056,modspe,Pelagic
149,Rhincalanus_gigas,Zooplankton,29,15,14,142.92687900231118,0.0011198208286674132,2.687,0.375,0.04841465254291201,modspe,Pelagic
150,Balaenoptera_bonaerensis,MarineMammals_1,10,10,0,0,9.233610341643582e-4,3.634,0.142,0.04521093524929109,modspe,Pelagic
151,Balaenoptera_borealis,MarineMammals_1,12,12,0,0,9.42507068803016e-4,3.487,0.321,0.046164746544529324,modspe,Pelagic
152,Balaenoptera_physalus,MarineMammals_1,12,12,0,0,9.42507068803016e-4,3.487,0.321,0.046164746544529324,modspe,Pelagic
153,Bathybiaster_loripes,Echinodermata,5,4,1,27.749999999999996,9.950248756218905e-4,3.165,0.463,0.06623442370943383,modspe,Benthic
154,Bathyraja_albomaculata,Fish_Chond,9,8,1,0.8527777777777779,9.775171065493646e-4,3.877,0.664,0.03513812259160648,modspe,NA
155,Myxine_spp,Fish_Demersal,9,4,5,17.8641765797228,0.0011086474501108647,2.8,0.64,0.06171458192537541,modspe,Demersal
156,Thymops_birsteini,Decapoda,11,2,9,8.914285714285715,9.487666034155598e-4,3,0,0.029820531093161927,modspe,NA
157,Tinerfe_cyanea,Zooplankton,22,7,15,170.00850116383668,0.0010940919037199124,3.256,0.67,0.04614120800740363,modspe,Pelagic
158,Bathyraja_brachyurops,Fish_Chond,32,30,2,527.7964590964591,0.001072961373390558,3.967,0.666,0.04581340638153255,modspe,NA
159,Argeneuthria_varicosa,Gastropoda,1,0,1,0,7.621951219512195e-4,1,0,0.009338697065067356,modspe,Benthic
160,Cottoperca_trigloides,Fish_BenPel,20,16,4,611.7,9.737098344693282e-4,3.984,1.038,0.046677839027599845,modspe,Benthopelagic
161,Lithodes_confundens,Decapoda,16,10,6,232.65439062933166,0.0010515247108307045,3.165,0.535,0.044572958002841306,modspe,NA
162,Lithodes_couesi,Decapoda,15,10,5,143.5173776423186,0.0010245901639344263,3.165,0.535,0.03896717645404561,modspe,NA
163,Lithodes_turkayi,Decapoda,12,7,5,136.51023478517575,0.001017293997965412,3.236,0.747,0.03479359180295875,modcon,NA
164,Odontocymbiola_magellanica,Gastropoda,5,2,3,97.1393308080808,8.984725965858042e-4,3.697,0.169,0.01728031690567092,modspe,Benthic
165,Bathyraja_cousseauae,Fish_Chond,4,4,0,0,8.368200836820083e-4,3.3,0.09,0.008666039622567182,modspe,NA
166,Pagurus_forceps,Decapoda,13,5,8,14.156745789224782,0.0011376564277588168,2.6,0.24,0.059597334801618905,modspe,NA
167,Bathyraja_griseocauda,Fish_Chond,29,28,1,0,0.0010526315789473684,3.954,0.554,0.04654589476299261,modspe,NA
168,Bathyraja_multispinis,Fish_Chond,11,10,1,2,9.017132551848512e-4,3.06,0.232,0.011838395410380998,modspe,NA
169,Bathyraja_scaphiops,Fish_Chond,9,8,1,1,9.80392156862745e-4,3.864,0.277,0.03495492661832605,modspe,NA
170,Psammobatis_rudis,Fish_Chond,3,2,1,0,8.382229673093043e-4,3.878,0.143,0.014657747730952268,modspe,NA
171,Bathyraja_macloviana,Fish_Chond,1,1,0,0,7.727975270479134e-4,4.256,0,0.006152902408833981,modspe,NA
172,Burdwoodipora_paguricola,Bryozoa,9,3,6,9.169272338422815,0.0010504201680672268,2,0,0.06038049875459504,modcon,Benthic
173,Caecianiropsis_ectiformis,Isopoda,1,1,0,0,9.233610341643582e-4,2,0,0.1793132832820471,modspe,NA
174,Rhizosolenia_crassa,Diatoms,8,0,8,0,8.598452278589854e-4,1,0,0.02466359400786881,modspe,NA
175,Calcarea,Porifera,9,9,0,0,9.532888465204957e-4,2.111,0.099,0.06782377717036718,modspe,Benthic
176,Callochiton_puniceus,Polyplacophora,3,2,1,0.5857142857142856,9.881422924901185e-4,2.5,0.25,0.09364280550603125,modspe,Benthic
177,Campanularia_sp,Cnidaria,2,1,1,0.3333333333333333,9.671179883945841e-4,2,0,0.11178445561730965,modspe,Benthic
178,Campylaspis_bacescui,Cumacea,10,9,1,0.6235592076706961,0.0010330578512396695,2.793,0.537,0.06909598700501957,modspe,NA
179,Campylaspis_frigida,Cumacea,10,9,1,0.6235592076706961,0.0010330578512396695,2.793,0.537,0.06909598700501957,modspe,NA
180,Careproctus_sp,Fish_BenPel,7,6,1,0,0.001092896174863388,2.945,0.701,0.06562277193362932,modspe,Benthopelagic
181,Convexella_magelhaenica,Cnidaria,14,10,4,21.82222222222222,0.0010362694300518134,2.7,0.41,0.054367103721157516,modspe,Benthic
182,Ceramaster_patagonicus,Echinodermata,4,4,0,0,7.530120481927711e-4,3.529,0.096,0.012024372197491383,modspe,Benthic
183,Ideogorgia_laurae,Cnidaria,6,3,3,3,0.0010152284263959391,2,0,0.07286247001517993,modspe,Benthic
184,Primnoella_scotiae,Cnidaria,13,9,4,20.65555555555555,0.0010384215991692627,2.778,0.395,0.05180262642733085,modspe,Benthic
185,Primnoisis_antarctica,Cnidaria,14,11,3,19,0.0010351966873706005,2.636,0.413,0.0702752567015017,modspe,Benthic
186,Chaetopterus_antarcticus,Polychaeta,1,1,0,0,9.233610341643582e-4,2,0,0.1793132832820471,modspe,Benthic
187,Cheiraster_(Luidiaster)_gerlachei,Echinodermata,4,4,0,0,9.737098344693282e-4,3.469,0.847,0.06851743418567793,modspe,Benthic
188,Ophiacantha_sp,Echinodermata,4,1,3,2,8.620689655172414e-4,3,0,0.015003917436386195,modspe,Benthic
189,Ophiacantha_vivipara,Echinodermata,7,6,1,26.990476190476194,8.64304235090752e-4,3.441,0.052,0.02622101730726374,modspe,Benthic
190,Cirratulidae,Polychaeta,5,2,3,2.5269830174343593,0.0010660980810234541,2.5,0.25,0.08356704407100415,modspe,Benthic
191,Cladodactyla_crocea,Echinodermata,3,3,0,0,8.368200836820083e-4,2,0,0.07590248256549825,modspe,Benthic
192,Clathria_spp,Porifera,2,1,1,0,9.45179584120983e-4,2,0,0.12097418465199446,modspe,Benthic
193,Clavularia_sp,Cnidaria,6,4,2,6.15,9.633911368015414e-4,2.25,0.188,0.06760265128654912,modspe,Benthic
194,Cnemidocarpa_spp,Ascidiacea,12,10,2,3.184523809523809,0.0010548523206751054,2.1,0.09,0.09157079428244125,modspe,Benthic
195,Eggs_Fish,Zooplankton,9,0,9,0,9.407337723424271e-4,1,0,0.03631780196438677,modspe,Pelagic
196,Sabellidae,Polychaeta,8,6,2,186.04027777777782,0.0010649627263045794,2.252,0.317,0.09644385774796926,modcon,Benthic
197,Copepodite,Zooplankton,10,9,1,13.956183650182366,8.438818565400844e-4,2.778,0.395,0.0353396762383436,modspe,Pelagic
198,Coperonus_comptus,Isopoda,2,2,0,0,9.699321047526673e-4,2.5,0.25,0.12675315199180784,modspe,NA
199,Cosmasterias_lurida,Echinodermata,12,12,0,0,8.460236886632825e-4,3.33,0.444,0.011489865845449105,modspe,Benthic
200,Leptochiton_kerguelensis,Polyplacophora,3,2,1,0.5857142857142856,9.881422924901185e-4,2.5,0.25,0.09364280550603125,modspe,Benthic
201,Leptochiton_medinae,Polyplacophora,3,2,1,0.5857142857142856,9.881422924901185e-4,2.5,0.25,0.09364280550603125,modspe,Benthic
202,Nuttallochiton_hyadesi,Polyplacophora,3,2,1,0.5857142857142856,9.881422924901185e-4,2.5,0.25,0.09364280550603125,modspe,Benthic
203,Nuttallochiton_martiali,Polyplacophora,3,2,1,0.5857142857142856,9.881422924901185e-4,2.5,0.25,0.09364280550603125,modspe,Benthic
204,Pseudechinus_magellanicus,Echinodermata,10,5,5,104.73369963369963,9.380863039399625e-4,2.6,0.24,0.02053921935155451,modspe,Benthic
205,Schizasteridae,Echinodermata,5,1,4,1.0428571428571427,9.92063492063492e-4,2,0,0.06688791108613804,modspe,Benthic
206,Sterechinus_agassizii,Echinodermata,6,2,4,62.98712121212122,8.960573476702509e-4,3.188,0.009,0.016312349234236644,modspe,Benthic
207,Agonopsis_chiloensis,Fish_BenPel,4,0,4,0,7.91765637371338e-4,1,0,0.016367194350384466,modspe,Benthopelagic
208,Iluocoetes_fimbriatus,Fish_Demersal,9,1,8,3.678571428571428,9.124087591240876e-4,4.256,0,0.038280159985449765,modspe,Demersal
209,Cottunculus_granulosus,Fish_Demersal,10,10,0,0,9.80392156862745e-4,3.73,0.72,0.03120486766630233,modspe,Demersal
210,Tetractinellida,Porifera,6,6,0,0,8.9126559714795e-4,2.167,0.139,0.030934189607513644,modspe,Benthic
211,Cryosignum_sp,Isopoda,1,1,0,0,9.233610341643582e-4,2,0,0.1793132832820471,modspe,NA
212,Pelagobia_longicirrata,Polychaeta,14,6,8,64.5842948172901,0.0010080645161290322,2.306,0.684,0.039052586468580675,modspe,Benthic
213,Pseudosagitta_gazellae,Zooplankton,29,13,16,708.0105537822108,0.0011441647597254005,2.836,0.671,0.05558418231947832,modcon,Pelagic
214,Ctenodiscus_australis,Echinodermata,3,2,1,3.4944444444444454,9.813542688910696e-4,2.643,0.413,0.08550867485686654,modspe,Benthic
215,Cumella_argentinae,Cumacea,2,1,1,1.472990897990898,8.547008547008547e-4,2,0,0.029757439241064273,modspe,NA
216,Cyclochlamys_argentina,Bivalvia,8,4,4,4.275,8.741258741258741e-4,2,0,0.06091962193741059,modspe,NA
217,Cystodytes_antarcticus,Ascidiacea,10,10,0,0,0.0010416666666666667,2.1,0.09,0.09995122483465547,modspe,Benthic
218,Dactylanthus_antarcticus,Cnidaria,4,3,1,5.3,8.576329331046312e-4,3.726,0.001,0.017052659665343774,modspe,Benthic
219,Thouarella_spp,Cnidaria,14,10,4,62.926586251409226,0.0010869565217391304,2.7,0.41,0.056021140303646945,modspe,Benthic
220,Daption_capense,SeaBirds,11,11,0,0,9.671179883945841e-4,3.552,0.51,0.034944359902183184,modspe,Land-based
221,Obelia_spp,Cnidaria,3,1,2,0.6666666666666666,9.75609756097561e-4,2,0,0.08599517808859558,modcon,Benthic
222,Tulpa_tulipifera,Cnidaria,3,1,2,0.6666666666666666,9.75609756097561e-4,2,0,0.08599517808859558,modcon,Benthic
223,Desmosoma_sp,Isopoda,1,1,0,0,9.233610341643582e-4,2,0,0.1793132832820471,modspe,NA
224,Diastylis_granulata,Cumacea,5,4,1,0.3623317796365454,0.0010706638115631692,2,0,0.13367215128712917,modspe,NA
225,Diastylis_hammoniae,Cumacea,5,4,1,0.3623317796365454,0.0010706638115631692,2,0,0.13367215128712917,modspe,NA
226,Diastylis_planifrons,Cumacea,5,4,1,0.3623317796365454,0.0010706638115631692,2,0,0.13367215128712917,modspe,NA
227,Didemnum_studeri,Ascidiacea,12,10,2,3.184523809523809,0.0010548523206751054,2.1,0.09,0.09157079428244125,modspe,Benthic
228,Diomedea_sp,SeaBirds,6,6,0,0,8.944543828264759e-4,3.953,0.992,0.04538858324504075,modspe,Land-based
229,Diplodontias_singularis,Echinodermata,1,1,0,0,7.230657989877079e-4,2,0,0.023971010040843732,modspe,Benthic
230,Diplopteraster_clarki,Echinodermata,4,4,0,0,7.6103500761035e-4,4.228,0.158,0.00634903037351467,modspe,Benthic
231,Idanthyrsus_macropaleus,Polychaeta,1,0,1,0,7.77000777000777e-4,1,0,0.018093881475957366,modspe,Benthic
232,Melanostigma_gelatinosum,Fish_Demersal,6,3,3,1.4004805192949736,8.741258741258741e-4,3.921,0.16,0.04036600375510936,modspe,Demersal
233,Pogonolycus_elegans,Fish_BenPel,3,0,3,0,7.886435331230284e-4,1,0,0.026722744576322698,modspe,Benthopelagic
234,Echinozone_sp,Isopoda,2,2,0,0,9.699321047526673e-4,2.5,0.25,0.12675315199180784,modspe,NA
235,Ekleptostylis_heardi,Cumacea,2,1,1,0.11972495291823024,0.0010235414534288639,2,0,0.13516733459256494,modspe,NA
236,Ekleptostylis_vemae,Cumacea,2,1,1,0.11972495291823024,0.0010235414534288639,2,0,0.13516733459256494,modspe,NA
237,Eurypodius_longirostris,Decapoda,5,3,2,0.4523809523809524,8.880994671403197e-4,3,0,0.029351487319675986,modspe,NA
238,Liothyrella_uva,Brachiopoda,25,2,23,14.60879681767185,0.001183431952662722,2,0,0.050671447377026446,modspe,Benthic
239,Magellania_venosa,Brachiopoda,23,2,21,12.58379681767185,0.0011792452830188679,2,0,0.05273911006153787,modspe,Benthic
240,Paralomis_granulosa,Decapoda,13,11,2,92.85797925552293,9.861932938856016e-4,2.691,0.301,0.030814038553783122,modspe,NA
