ID,Season,Phylum,Class,Order,Family,Genus,TrophicSpecies,FunctionalGroup,TrophicGroup,InIntList,Abundance (ind/m3),Biomass (mg C/m3),BodyMass (g),BodySize (mm),GowthRate (mm/day),Zone,Reference_pres,Reference_pres_link,Reference_traits,Reference_traits_link,Observation
114,Autumn,Cnidaria,Anthozoa,Alcyonacea,Isididae,Primnoisis,Primnoisis_antarctica,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Meseta,Schejter_etal_2020b,,,,
115,Autumn,Cnidaria,Hydrozoa,Leptothecata,Sertularellidae,Sertularella,Sertularella_antarctica,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Meseta,Schejter_etal_2020b,,,,
116,Autumn,Cnidaria,Hydrozoa,Leptothecata,Sertularellidae,Sertularella,Sertularella_gayi,Cnidaria,Benthos,Yes,NA,NA,NA,250,NA,Meseta,Schejter_etal_2020b,,,,
117,Autumn,Cnidaria,Hydrozoa,Leptothecata,Sertularellidae,Sertularella,Sertularella_striata,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Meseta,Schejter_etal_2016; Schejter_etal_2020b,,,,
118,Autumn,Cnidaria,Hydrozoa,Leptothecata,Symplectoscyphidae,Symplectoscyphus,Symplectoscyphus_magellanicus,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Meseta,Schejter_etal_2020b,,,,
119,Autumn,Cnidaria,Hydrozoa,Leptothecata,Zygophylacidae,Abietinella,Abietinella_operculata,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020a,,,,AMPNBB-II
120,Autumn,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Alcyonium,Alcyonium_varum,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020b,,,,AMPNBB-II
121,Autumn,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Balanophyllia,Balanophyllia_malouinensis,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Ta/Me,Schejter&Bremec_2019; Schejter_etal_2020b,,,,Size is mean btw min and max (Schejter&Bremec_2019); AMPNBB-II
122,Autumn,Cnidaria,Anthozoa,Alcyonacea,Plexauridae,Bayergorgia,Bayergorgia_vermidoma,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020a; b,,,,AMPNBB-II
123,Autumn,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Bolocera,Bolocera_kerguelensis,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020b,,,,AMPNBB-II
124,Autumn,Cnidaria,Anthozoa,Alcyonacea,Primnoidea,Convexella,Convexella_magelhaenica,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020a; b,,,,AMPNBB-II
125,Autumn,Cnidaria,Anthozoa,Alcyonacea,Primnoidea,Dasystenella,Dasystenella_acanthina,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020a; b,,,,AMPNBB-II
126,Autumn,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Errina,Errina_antarctica,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2016,,,,
127,Autumn,Cnidaria,Hydrozoa,Leptothecata,Lafoeidae,Filellum,Filellum_sp,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2016; 2020a; b,,,,AMPNBB-II
128,Autumn,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Flabellum,Flabellum_areum,Cnidaria,Benthos,No,NA,NA,NA,28.5,NA,Ta/Me,Schejter&Bremec_2019; Schejter_etal_2020b,,,,Size is mean btw min and max (Schejter&Bremec_2019); AMPNBB-II
129,Autumn,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Flabellum,Flabellum_thouarsi,Cnidaria,Benthos,No,NA,NA,NA,49,NA,Ta/Me,Schejter&Bremec_2019; Schejter_etal_2020b,,,,Size is mean btw min and max (Schejter&Bremec_2019); AMPNBB-II
130,Autumn,Cnidaria,Hydrozoa,Leptothecata,Lafoeidae,Grammaria,Grammaria_abietina,Cnidaria,Benthos,Yes,NA,NA,NA,100,NA,Ta/Me,Schejter_etal_2020a; b,,,,AMPNBB-II
131,Autumn,Cnidaria,Hydrozoa,Leptothecata,Haleciidae,Halecium,Halecium_jaederholmi,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020a; b,,,,AMPNBB-II
132,Autumn,Cnidaria,Hydrozoa,Leptothecata,Syntheciidae,Hincksella,Hincksella_stolonifera,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020a; b,,,,AMPNBB-II
133,NA,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Inferiolabiata,Inferiolabiata_lowei,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Ta/Me,Bernal_etal_2018,,,,
134,Autumn,Cnidaria,Hydrozoa,Leptothecata,Lafoeidae,Lafoea,Lafoea_dumosa,Cnidaria,Benthos,Yes,NA,NA,NA,100,NA,Ta/Me,Schejter_etal_2020a; b,,,,AMPNBB-II
135,Autumn,Cnidaria,Anthozoa,Actiniaria,Incertae sedis,Paractis,Paractis_laevis,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020b,,,,AMPNBB-II
136,Autumn,Cnidaria,Anthozoa,Alcyonacea,Primnoidea,Primnoella,Primnoella_scotiae,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020a; b,,,,AMPNBB-II
137,Autumn,Cnidaria,Hydrozoa,Leptothecata,Sertularellidae,Sertularella,Sertularella_sp1,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2016; 2020a,,,,
138,Autumn,Cnidaria,Hydrozoa,Leptothecata,Sertularellidae,Sertularella,Sertularella_sp2,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2016; 2020a,,,,
139,Autumn,Cnidaria,Hydrozoa,Leptothecata,Symplectoscyphidae,Symplectoscyphus,Symplectoscyphus_subdichotomus,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2016; 2020a; b,,,,AMPNBB-II
140,Autumn,Cnidaria,Hydrozoa,Leptothecata,Syntheciidae,Synthecium,Synthecium_protectum,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020a; b,,,,AMPNBB-II
141,Autumn,Cnidaria,Anthozoa,Alcyonacea,Primnoidea,Thourella,Thouarella_antarctica,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020b,,,,AMPNBB-II
142,Autumn,Cnidaria,Anthozoa,Alcyonacea,Primnoidea,Thourella,Thouarella_chilensis,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020b,,,,AMPNBB-II
143,Autumn,Cnidaria,Anthozoa,Alcyonacea,Primnoidea,Thourella,Thouarella_sp,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020a; b,,,,AMPNBB-II
144,Autumn,Cnidaria,Anthozoa,Alcyonacea,Primnoidea,Thourella,Thouarella_sp1,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020b,,,,AMPNBB-II
145,Autumn,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Tulpa,Tulpa_tulipifera,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020a; b,,,,AMPNBB-II
146,Autumn,Cnidaria,Anthozoa,Zoantharia,,,Zoantharia,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020b,,,,AMPNBB-II
147,NA,NA,NA,NA,NA,NA,Anthozoa,Cnidaria,NA,Artefact,NA,NA,NA,NA,NA,Ta/Me,NA,,,,NA
148,NA,NA,NA,NA,NA,NA,Hydrozoa,Cnidaria,NA,Artefact,NA,NA,NA,NA,NA,Ta/Me,NA,,,,NA
149,NA,NA,NA,NA,NA,NA,Cnidaria,Cnidaria,NA,Artefact,NA,NA,NA,NA,NA,Ta/Me,NA,,,,NA
150,NA,NA,NA,NA,NA,NA,Actiniaria,Cnidaria,NA,Artefact,NA,NA,NA,NA,NA,Ta/Me,NA,,,,NA
151,NA,NA,NA,NA,NA,NA,Halecium_sp,Cnidaria,NA,Yes,NA,NA,NA,NA,NA,Ta/Me,NA,,,,NA
152,Autumn,Cnidaria,Anthozoa,Actiniaria,Hormathiidae,Actinauge,Actinauge_longicornis,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,,,,AMPNBB-II
153,Autumn,Cnidaria,Anthozoa,Alcyonacea,Primnoidea,Aglaoprimnoa,Aglaoprimnoa_stefanii,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,,,,AMPNBB-II
154,Autumn,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Alcyonium,Alcyonium_haddoni,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,,,,AMPNBB-II
155,Autumn,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Alcyonium,Alcyonium_sollasi,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,,,,AMPNBB-II
156,Autumn,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Alcyonium,Alcyonium_sp1,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2016; 2020a; b,,,,
157,Autumn,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Alcyonium,Alcyonium_sp2,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,,,,AMPNBB-II
158,Autumn,Cnidaria,Hydrozoa,Leptothecata,Sertularellidae,Amphisbetia,Amphisbetia_operculata,Cnidaria,Benthos,Yes,NA,NA,NA,100,NA,Talud,Schejter_etal_2020a; b,,,,AMPNBB-II
159,Autumn,Cnidaria,Anthozoa,Pennatulacea,Anthoptilidae,Anthoptilum,Anthoptilum_grandiflorum,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2018; 2020b,,,,AMPNBB-II
160,Autumn,Cnidaria,Anthozoa,Alcyonacea,Primnoidea,Armadillogorgia,Armadillogorgia_cyathella,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020a; b,,,,AMPNBB-II
161,Autumn,Cnidaria,Anthozoa,Alcyonacea,Isididae,Australisis,Australisis_sarmentosa,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,,,,AMPNBB-II
162,Autumn,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Caryophyllia,Caryophyllia_coronula,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,,,,
163,Autumn,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Caryophyllia,Caryophyllia_squiresi,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,,,,AMPNBB-II
164,Autumn,Cnidaria,Anthozoa,Actiniaria,Clavulariidae,Clavularia,Clavularia_sp,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Talud,Schejter_etal_2016,,,,
165,Autumn,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Crispatotrochus,Crispatotrochus_cornu,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,,,,AMPNBB-II
166,Autumn,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Desmophyllum,Desmophyllum_dianthus,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020a; b,,,,AMPNBB-II
167,Autumn,Cnidaria,Hydrozoa,Anthoathecata,Eudendriidae,Eudendrium,Eudendrium_ramosum,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020a; b,,,,AMPNBB-II
168,Autumn,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Flabellum,Flabellum_apertum,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,,,,
169,Autumn,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Flabellum,Flabellum_curvatum,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,,,,AMPNBB-II
170,Autumn,Cnidaria,Anthozoa,Pennatulacea,Halipteridae,Halipteris,Halipteris_africana,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2018; 2020b,,,,
171,Autumn,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Heptaprimnoa,Heptaprimnoa_patagonica,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,,,,AMPNBB-II
172,Autumn,Cnidaria,Anthozoa,Actiniaria,Hormathiidae,Hormathia,Hormathia_pectinata,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,,,,AMPNBB-II
173,All,Cnidaria,Anthozoa,Alcyonacea,Keroeididae,Ideogorgia,Ideogorgia_laurae,Cnidaria,Benthos,No,NA,NA,NA,60,NA,Talud,Pérez&Cordeiro_2020; Schejter_etal_2020b,,,,AMPNBB-II
174,Autumn,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Isosicyonis,Isosicyonis_alba,Cnidaria,Benthos,No,NA,NA,NA,30,NA,Talud,Schejter_etal_2020b,,,,AMPNBB-II
175,Autumn,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Javania,Javania_cristata,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,,,,AMPNBB-II
176,Autumn,Cnidaria,Anthozoa,Alcyonacea,Nidaliidae,Nidalia,Nidalia_sp,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,,,,AMPNBB-II
177,Autumn,Cnidaria,Anthozoa,Actiniaria,Hormatiidae,Phelliactis,Phelliactis_sp,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,,,,AMPNBB-II
178,Autumn,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Plumarella,Plumarella_castellviae,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,,,,AMPNBB-II
179,Autumn,Cnidaria,Hydrozoa,Leptothecata,Plumulariidae,Plumularia,Plumularia_insignis,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020a; b,,,,AMPNBB-II
180,Autumn,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Pyrogorgia,Pyrogorgia_lemnos,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,,,,AMPNBB-II
181,Autumn,Cnidaria,Hydrozoa,Siphonophorae,Rhodaliidae,Rhodalia,Rhodalia_miranda,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,,,,
182,Autumn,Cnidaria,Hydrozoa,Leptothecata,Tiarannidae,Stegopoma,Stegopoma_irregularis,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020a; b,,,,AMPNBB-II
183,NA,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Stellapora,Stellapora_echinata,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Talud,Bernal_etal_2018,,,,
184,Autumn,Cnidaria,Hydrozoa,Leptothecata,Symplectoscyphidae,Symplectoscyphus,Symplectoscyphus_sp,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Talud,Schejter_etal_2016,,,,
185,Autumn,Cnidaria,Anthozoa,Alcyonacea,Primnoidea,Thourella,Thouarella_variabilis,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,,,,AMPNBB-II
186,Autumn,Cnidaria,Anthozoa,Alcyonacea,Primnoidea,Thourella,Thouarella_viridis,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,,,,AMPNBB-II
187,NA,Cnidaria,Anthozoa,NA,NA,NA,Octocorals,Cnidaria,,Artefact,NA,NA,NA,NA,NA,Talud,NA,,,,
188,Spring,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliana,Emiliania_huxleyi,Coccolithophorids,Phytoplankton,Yes,NA,NA,NA,0.0093,NA,Meseta,Guinder_etal_2020,,,,
189,Spring,Haptophyta,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis_antarctica,Coccolithophorids,Phytoplankton,Yes,NA,NA,NA,NA,NA,Meseta,Guinder_etal_2020,,,,
190,NA,NA,NA,NA,NA,NA,Coccolithophorids,Coccolithophorids,NA,Artefact,NA,NA,NA,NA,NA,Ta/Me,NA,,,,NA
191,Spring,Arthropoda,Crustacea,Cumacea,Nannastacidae,Campylaspis,Campylaspis_bacescui,Cumacea,Benthos,No,NA,NA,NA,4,NA,Meseta,Doti_etal_2020,,Roccatagliata_pers.com.,,
192,Spring,Arthropoda,Crustacea,Cumacea,Nannastacidae,Campylaspis,Campylaspis_frigida,Cumacea,Benthos,No,NA,NA,NA,4,NA,Meseta,Doti_etal_2020,,Roccatagliata_pers.com.,,
193,Spring,Arthropoda,Crustacea,Cumacea,Nannastacidae,Cumella,Cumella_argentinae,Cumacea,Benthos,No,NA,NA,NA,2,NA,Meseta,Doti_etal_2020,,Roccatagliata_pers.com.,,
194,Spring,Arthropoda,Crustacea,Cumacea,Diastylidae,Diastylis,Diastylis_granulata,Cumacea,Benthos,No,NA,NA,NA,6,NA,Meseta,Doti_etal_2020,,Roccatagliata_pers.com.,,
195,Spring,Arthropoda,Crustacea,Cumacea,Diastylidae,Diastylis,Diastylis_hammoniae,Cumacea,Benthos,No,NA,NA,NA,6,NA,Meseta,Doti_etal_2020,,Roccatagliata_pers.com.,,
196,Spring,Arthropoda,Crustacea,Cumacea,Diastylidae,Diastylis,Diastylis_planifrons,Cumacea,Benthos,No,NA,NA,NA,6,NA,Meseta,Doti_etal_2020,,Roccatagliata_pers.com.,,
197,Spring,Arthropoda,Crustacea,Cumacea,Diastylidae,Ekleptostylis,Ekleptostylis_heardi,Cumacea,Benthos,No,NA,NA,NA,6,NA,Meseta,Doti_etal_2020,,Roccatagliata_pers.com.,,
198,Spring,Arthropoda,Crustacea,Cumacea,Diastylidae,Ekleptostylis,Ekleptostylis_vemae,Cumacea,Benthos,No,NA,NA,NA,6,NA,Meseta,Doti_etal_2020,,Roccatagliata_pers.com.,,
199,Spring,Arthropoda,Crustacea,Cumacea,Leuconidae,Eudorella,Eudorella_sp,Cumacea,Benthos,Yes,NA,NA,NA,4,NA,Meseta,Doti_etal_2020,,Roccatagliata_pers.com.,,
200,Spring,Arthropoda,Crustacea,Cumacea,Lampropidae,Hemilamprops,Hemilamprops_chilensis,Cumacea,Benthos,No,NA,NA,NA,6,NA,Meseta,Doti_etal_2020,,Roccatagliata_pers.com.,,
201,Spring,Arthropoda,Crustacea,Cumacea,Diastylidae,Holostylis,Holostylis_uniramosa,Cumacea,Benthos,No,NA,NA,NA,6,NA,Meseta,Roccatagliata&Alberico_2015; Doti_etal_2020,,Roccatagliata_pers.com.,,
202,Spring,Arthropoda,Crustacea,Cumacea,Leuconidae,Leucon,Leucon_septemdentatus,Cumacea,Benthos,No,NA,NA,NA,4,NA,Meseta,Doti_etal_2020,,Roccatagliata_pers.com.,,
203,NA,NA,NA,NA,NA,NA,Cumacea,Cumacea,NA,Artefact,NA,NA,NA,NA,NA,Ta/Me,NA,,,,NA
204,Autumn,Arthropoda,Crustacea,Cumacea,Lampropidae,Platytyphlops,Platytyphlops_sarahae,Cumacea,Benthos,No,NA,NA,NA,6,NA,Talud,Roccatagliata_2020,,Roccatagliata_pers.com.,,
205,Autumn,Arthropoda,Malacostraca,Decapoda,Campylonotidae,Campylonotus,Campylonotus_vagans,Decapoda,Benthos,Yes,NA,NA,NA,NA,NA,Meseta,Lovrich_etal_2005; Schejter_etal_2016,,,,
206,Autumn,Arthropoda,Malacostraca,Decapoda,Inachidae,Eurypodius,Eurypodius_latreillii,Decapoda,Benthos,Yes,NA,NA,NA,NA,NA,Meseta,Lovrich_etal_2005; Schejter_etal_2017a,,,,
207,Autumn,Arthropoda,Malacostraca,Decapoda,Inachidae,Eurypodius,Eurypodius_longirostris,Decapoda,Benthos,No,NA,NA,NA,NA,NA,Meseta,Lovrich_etal_2005; Schejter_etal_2016,,,,
208,Autumn,Arthropoda,Malacostraca,Decapoda,Hymenosomatidae,Halicarcinus,Halicarcinus_planatus,Decapoda,Benthos,Yes,NA,NA,NA,9.71,NA,Meseta,Schejter_etal_2016,https://doi.org/10.1007/s00300-016-1913-2,Diez&Lovrich_2010,https://doi.org/10.1007/s00300-009-0716-0,
209,Autumn,Arthropoda,Malacostraca,Decapoda,Lithodidae,Paralomis,Paralomis_granulosa,Decapoda,Benthos,Yes,NA,NA,NA,80,NA,Meseta,Schejter_etal_2016; Pérez-Barros_etal_2020,,,,
210,All,Arthropoda,Malacostraca,Decapoda,Munididae,Munida,Munida_subrugosa,Decapoda,Benthos,Yes,NA,NA,NA,70,NA,Meseta,Lovrich_etal_2005,,,,Benthic. Not recorded
211,Autumn,Arthropoda,Malacostraca,Decapoda,Inachidae,Eurypodius,Eurypodius_sp,Decapoda,Benthos,No,NA,NA,NA,NA,NA,Meseta,Lovrich_etal_2005,,,,
212,NA,Arthropoda,Malacostraca,Decapoda,Parapaguridae,Sympagurus,Sympagurus_dimorphus,Decapoda,Benthos,Yes,NA,NA,NA,NA,NA,Meseta,Lovrich_pers.com.,,,,
213,Autumn,Arthropoda,Malacostraca,Decapoda,Lithodidae,Lithodes,Lithodes_confundens,Decapoda,Benthos,No,NA,NA,NA,NA,NA,Ta/Me,Lovrich_etal_2005; Pérez-Barros_etal_2015; Schejter_etal_2016,,,,
214,Spring,Arthropoda,Malacostraca,Decapoda,Munididae,Munida,Munida_gregaria,Decapoda,Benthos,Yes,NA,NA,NA,70,NA,Ta/Me,Diez_etal_2016; Schejter_etal_2016,,,,
215,Autumn,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,Pagurus_comptus,Decapoda,Benthos,Yes,NA,NA,NA,12.5,NA,Ta/Me,Lovrich_etal_2005; Schejter_etal_2016,,Soto&George-Nascimento_1991,,
216,Autumn,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,Pagurus_forceps,Decapoda,Benthos,Yes,NA,NA,NA,12.5,NA,Ta/Me,Lovrich_etal_2005,,Soto&George-Nascimento_1991,,Inferred from P. comptus
217,NA,NA,NA,NA,NA,NA,Lithodes_sp,Decapoda,NA,No,NA,NA,NA,NA,NA,Ta/Me,NA,,,,NA
218,NA,NA,NA,NA,NA,NA,Decapoda,Decapoda,NA,Artefact,NA,NA,NA,NA,NA,Ta/Me,NA,,,,NA
219,NA,NA,NA,NA,NA,NA,Malacostraca,Decapoda,Benthos,Artefact,NA,NA,NA,NA,NA,Ta/Me,NA,,,,
220,Autumn,Arthropoda,Malacostraca,Decapoda,Lithodidae,Lithodes,Lithodes_couesi,Decapoda,Benthos,No,NA,NA,26,40.3,NA,Talud,Pérez-Barros_etal_2020,https://doi.org/10.1007/s00300-019-02609-x,Pérez-Barros_etal_2020,https://doi.org/10.1007/s00300-019-02609-x,AMPNBB-II
221,NA,Arthropoda,Malacostraca,Decapoda,Lithodidae,Lithodes,Lithodes_turkayi,Decapoda,Benthos,Yes,NA,NA,NA,NA,NA,Talud,Stevens&Lovrich_2014,,,,
222,Autumn,Arthropoda,Malacostraca,Decapoda,Lithodidae,Paralomis,Paralomis_spinosissima,Decapoda,Benthos,No,NA,NA,NA,100,NA,Talud,Pérez-Barros_etal_2020,,,,
223,Autumn,Arthropoda,Malacostraca,Decapoda,Nephropidae,Thymops,Thymops_birsteini,Decapoda,Benthos,Yes,NA,NA,NA,NA,NA,Talud,Lovrich_etal_2005,,,,
224,Autumn,Arthropoda,Malacostraca,Decapoda,Munididae,Munida,Munida_spinosa,Decapoda,Benthos,Yes,NA,NA,NA,50,NA,Talud,Lovrich_etal_2005,,,,
225,Spring,Myzozoa,Dinophyceae,Dinophysiales,Amphidomataceae,Azadinium,Azadinium_sp,Dinoflagellates,Phytoplankton,Yes,NA,NA,NA,NA,NA,Meseta,Guinder_etal_2020,,,,As Dinoflagellates_auto
226,Spring,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,Dinophysis_acuminata,Dinoflagellates,Phytoplankton,Yes,NA,NA,1.7E-08,NA,NA,Meseta,Guinder_etal_2020,,,,Collapsed as Dinoflagellates_heterosol
227,Spring,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium_sp,Dinoflagellates,Phytoplankton,Yes,NA,NA,NA,NA,NA,Meseta,Guinder_etal_2020,,,,As Dinoflagellates_heterocol
228,Spring,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_sp,Dinoflagellates,Phytoplankton,Yes,NA,NA,NA,NA,NA,Meseta,Guinder_etal_2020,,,,Collapsed as Dinoflagellates_heterosol
229,Spring,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_spirale,Dinoflagellates,Phytoplankton,Yes,NA,NA,NA,NA,NA,Meseta,Guinder_etal_2020,,,,Collapsed as Dinoflagellates_heterosol
230,Spring,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium_sp,Dinoflagellates,Phytoplankton,Yes,NA,NA,NA,NA,NA,Meseta,Guinder_etal_2020,,,,Collapsed as Dinoflagellates_heterosol
231,NA,Myzozoa,Dinophyceae,NA,NA,NA,Dinophyceae,Dinoflagellates,Phytoplankton,Artefact,NA,NA,NA,NA,NA,Ta/Me,NA,,,,
232,NA,Myzozoa,Dinophyceae,NA,NA,NA,Dinoflagellates,Dinoflagellates,,Artefact,NA,NA,NA,NA,NA,Ta/Me,NA,,,,
233,Autumn,Echinodermata,Asteroidea,Valvatida,Odontasteridae,Acodontaster,Acodontaster_sp,Echinodermata,Benthos,Yes,NA,NA,NA,NA,NA,Meseta,Schejter_etal_2016,,,,
234,Autumn,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Anasterias,Anasterias_antarctica,Echinodermata,Benthos,Yes,NA,NA,NA,NA,NA,Meseta,Fraysse_etal_2018,,,,
235,Autumn,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Anasterias,Anasterias_sp,Echinodermata,Benthos,Yes,NA,NA,NA,NA,NA,Meseta,Schejter_etal_2016,,,,
236,Autumn,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Cryptasterias,Cryptasterias_brachiata,Echinodermata,Benthos,Yes,NA,NA,NA,NA,NA,Meseta,Fraysse_etal_2018,,,,
237,Autumn,Echinodermata,Asteroidea,Paxillosida,Ctenodiscidae,Ctenodiscus,Ctenodiscus_australis,Echinodermata,Benthos,Yes,NA,NA,NA,NA,NA,Meseta,Rivadeneira_etal_2017; Fraysse_etal_2018,,,,
