ID,Season,Phylum,Class,Order,Family,Genus,TrophicSpecies,FunctionalGroup,TrophicGroup,InIntList,Abundance (ind/m3),Biomass (mg C/m3),BodyMass (g),BodySize (mm),GowthRate (mm/day),Zone,Reference_pres,Reference_pres_link,Reference_traits,Reference_traits_link,Observation
95,Spring,Ciliophora,Oligotrichea,Oligotrichida,Strombidiidae,Strombidium,Strombidium_sp,Ciliates,Zooplankton,Yes,NA,NA,NA,NA,NA,Meseta,Guinder_etal_2020,https://doi.org/10.1371/journal.pone.0233156,,,
98,Spring,Ciliophora,Oligotrichea,Oligotrichida,Strombidiidae,Strombidium,Strombidium_spp,Ciliates,Zooplankton,Artefact,NA,NA,NA,NA,NA,Meseta,Guinder_etal_2020,https://doi.org/10.1371/journal.pone.0233156,,,
176,All,Cnidaria,Anthozoa,Alcyonacea,Keroeididae,Ideogorgia,Ideogorgia_laurae,Cnidaria,Benthos,No,NA,NA,NA,60,NA,Talud,Pérez&Cordeiro_2020; Schejter_etal_2020b,https://doi.org/10.1007/s00300-019-02604-2,,,AMPNBB-II
128,Autumn,Cnidaria,Hydrozoa,Leptothecata,Lafoeidae,Filellum,Filellum_sp,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2016; 2020a; 2020b,https://doi.org/10.1007/s00300-016-1913-2,,,AMPNBB-II
140,Autumn,Cnidaria,Hydrozoa,Leptothecata,Symplectoscyphidae,Symplectoscyphus,Symplectoscyphus_subdichotomus,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2016; 2020a; 2020b,https://doi.org/10.1007/s00300-016-1913-2,,,AMPNBB-II
161,Autumn,Cnidaria,Anthozoa,Pennatulacea,Anthoptilidae,Anthoptilum,Anthoptilum_grandiflorum,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2018; 2020b,https://ri.conicet.gov.ar/handle/11336/98394,,,AMPNBB-II
120,Autumn,Cnidaria,Hydrozoa,Leptothecata,Zygophylacidae,Abietinella,Abietinella_operculata,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020a,https://doi.org/10.1002/aqc.3265,,,AMPNBB-II
123,Autumn,Cnidaria,Anthozoa,Alcyonacea,Plexauridae,Bayergorgia,Bayergorgia_vermidoma,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020a; 2020b,https://doi.org/10.1002/aqc.3265,,,AMPNBB-II
125,Autumn,Cnidaria,Anthozoa,Alcyonacea,Primnoidea,Convexella,Convexella_magelhaenica,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020a; 2020b,https://doi.org/10.1002/aqc.3265,,,AMPNBB-II
126,Autumn,Cnidaria,Anthozoa,Alcyonacea,Primnoidea,Dasystenella,Dasystenella_acanthina,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020a; 2020b,https://doi.org/10.1002/aqc.3265,,,AMPNBB-II
131,Autumn,Cnidaria,Hydrozoa,Leptothecata,Lafoeidae,Grammaria,Grammaria_abietina,Cnidaria,Benthos,Yes,NA,NA,NA,100,NA,Ta/Me,Schejter_etal_2020a; 2020b,https://doi.org/10.1002/aqc.3265,,,AMPNBB-II
132,Autumn,Cnidaria,Hydrozoa,Leptothecata,Haleciidae,Halecium,Halecium_jaederholmi,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020a; 2020b,https://doi.org/10.1002/aqc.3265,,,AMPNBB-II
133,Autumn,Cnidaria,Hydrozoa,Leptothecata,Syntheciidae,Hincksella,Hincksella_stolonifera,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020a; 2020b,https://doi.org/10.1002/aqc.3265,,,AMPNBB-II
135,Autumn,Cnidaria,Hydrozoa,Leptothecata,Lafoeidae,Lafoea,Lafoea_dumosa,Cnidaria,Benthos,Yes,NA,NA,NA,100,NA,Ta/Me,Schejter_etal_2020a; 2020b,https://doi.org/10.1002/aqc.3265,,,AMPNBB-II
137,Autumn,Cnidaria,Anthozoa,Alcyonacea,Primnoidea,Primnoella,Primnoella_scotiae,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020a; 2020b,https://doi.org/10.1002/aqc.3265,,,AMPNBB-II
141,Autumn,Cnidaria,Hydrozoa,Leptothecata,Syntheciidae,Synthecium,Synthecium_protectum,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020a; 2020b,https://doi.org/10.1002/aqc.3265,,,AMPNBB-II
144,Autumn,Cnidaria,Anthozoa,Alcyonacea,Primnoidea,Thouarella,Thouarella_sp,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020a; 2020b,https://doi.org/10.1002/aqc.3265,,,AMPNBB-II
147,Autumn,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Tulpa,Tulpa_tulipifera,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020a; 2020b,https://doi.org/10.1002/aqc.3265,,,AMPNBB-II
160,Autumn,Cnidaria,Hydrozoa,Leptothecata,Sertularellidae,Amphisbetia,Amphisbetia_operculata,Cnidaria,Benthos,Yes,NA,NA,NA,100,NA,Talud,Schejter_etal_2020a; 2020b,https://doi.org/10.1002/aqc.3265,,,AMPNBB-II
162,Autumn,Cnidaria,Anthozoa,Alcyonacea,Primnoidea,Armadillogorgia,Armadillogorgia_cyathella,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020a; 2020b,https://doi.org/10.1002/aqc.3265,,,AMPNBB-II
168,Autumn,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Desmophyllum,Desmophyllum_dianthus,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020a; 2020b,https://doi.org/10.1002/aqc.3265,,,AMPNBB-II
169,Autumn,Cnidaria,Hydrozoa,Anthoathecata,Eudendriidae,Eudendrium,Eudendrium_ramosum,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020a; 2020b,https://doi.org/10.1002/aqc.3265,,,AMPNBB-II
182,Autumn,Cnidaria,Hydrozoa,Leptothecata,Plumulariidae,Plumularia,Plumularia_insignis,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020a; 2020b,https://doi.org/10.1002/aqc.3265,,,AMPNBB-II
185,Autumn,Cnidaria,Hydrozoa,Leptothecata,Tiarannidae,Stegopoma,Stegopoma_irregularis,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020a; 2020b,https://doi.org/10.1002/aqc.3265,,,AMPNBB-II
99,Autumn,Cnidaria,Anthozoa,Actiniaria,Actinostolidae,Actinostola,Actinostola_crassicornis,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Meseta,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,AMPNBB-II
121,Autumn,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Alcyonium,Alcyonium_varum,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,AMPNBB-II
124,Autumn,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Bolocera,Bolocera_kerguelensis,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,AMPNBB-II
136,Autumn,Cnidaria,Anthozoa,Actiniaria,Incertae sedis,Paractis,Paractis_laevis,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,AMPNBB-II
142,Autumn,Cnidaria,Anthozoa,Alcyonacea,Primnoidea,Thouarella,Thouarella_antarctica,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,AMPNBB-II
143,Autumn,Cnidaria,Anthozoa,Alcyonacea,Primnoidea,Thouarella,Thouarella_chilensis,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,AMPNBB-II
145,Autumn,Cnidaria,Anthozoa,Alcyonacea,Primnoidea,Thouarella,Thouarella_sp1,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,AMPNBB-II
148,Autumn,Cnidaria,Anthozoa,Zoantharia,,,Zoantharia,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,AMPNBB-II
154,Autumn,Cnidaria,Anthozoa,Actiniaria,Hormathiidae,Actinauge,Actinauge_longicornis,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,AMPNBB-II
155,Autumn,Cnidaria,Anthozoa,Alcyonacea,Primnoidea,Aglaoprimnoa,Aglaoprimnoa_stefanii,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,AMPNBB-II
156,Autumn,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Alcyonium,Alcyonium_haddoni,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,AMPNBB-II
157,Autumn,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Alcyonium,Alcyonium_sollasi,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,AMPNBB-II
159,Autumn,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Alcyonium,Alcyonium_sp2,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,AMPNBB-II
163,Autumn,Cnidaria,Anthozoa,Alcyonacea,Isididae,Australisis,Australisis_sarmentosa,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,AMPNBB-II
165,Autumn,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Caryophyllia,Caryophyllia_squiresi,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,AMPNBB-II
167,Autumn,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Crispatotrochus,Crispatotrochus_cornu,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,AMPNBB-II
171,Autumn,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Flabellum,Flabellum_curvatum,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,AMPNBB-II
174,Autumn,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Heptaprimnoa,Heptaprimnoa_patagonica,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,AMPNBB-II
175,Autumn,Cnidaria,Anthozoa,Actiniaria,Hormathiidae,Hormathia,Hormathia_pectinata,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,AMPNBB-II
177,Autumn,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Isosicyonis,Isosicyonis_alba,Cnidaria,Benthos,No,NA,NA,NA,30,NA,Talud,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,AMPNBB-II
178,Autumn,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Javania,Javania_cristata,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,AMPNBB-II
179,Autumn,Cnidaria,Anthozoa,Alcyonacea,Nidaliidae,Nidalia,Nidalia_sp,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,AMPNBB-II
180,Autumn,Cnidaria,Anthozoa,Actiniaria,Hormatiidae,Phelliactis,Phelliactis_sp,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,AMPNBB-II
181,Autumn,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Plumarella,Plumarella_castellviae,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,AMPNBB-II
183,Autumn,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Pyrogorgia,Pyrogorgia_lemnos,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,AMPNBB-II
188,Autumn,Cnidaria,Anthozoa,Alcyonacea,Primnoidea,Thourella,Thouarella_variabilis,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,AMPNBB-II
189,Autumn,Cnidaria,Anthozoa,Alcyonacea,Primnoidea,Thourella,Thouarella_viridis,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,AMPNBB-II
149,NA,NA,NA,NA,NA,NA,Anthozoa,Cnidaria,NA,Artefact,NA,NA,NA,NA,NA,Ta/Me,See species,NA,,,NA
150,NA,NA,NA,NA,NA,NA,Hydrozoa,Cnidaria,NA,Artefact,NA,NA,NA,NA,NA,Ta/Me,See species,NA,,,NA
151,NA,NA,NA,NA,NA,NA,Cnidaria,Cnidaria,NA,Artefact,NA,NA,NA,NA,NA,Ta/Me,See species,NA,,,NA
152,NA,NA,NA,NA,NA,NA,Actiniaria,Cnidaria,NA,Artefact,NA,NA,NA,NA,NA,Ta/Me,See species,NA,,,NA
153,NA,NA,NA,NA,NA,NA,Halecium_sp,Cnidaria,NA,Yes,NA,NA,NA,NA,NA,Ta/Me,See species,NA,,,NA
122,Autumn,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Balanophyllia,Balanophyllia_malouinensis,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Ta/Me,Schejter&Bremec_2019; Schejter_etal_2020b,https://doi.org/10.3989/scimar.04863.10A,,,Size is mean btw min and max (Schejter&Bremec_2019); AMPNBB-II
129,Autumn,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Flabellum,Flabellum_areum,Cnidaria,Benthos,No,NA,NA,NA,28.5,NA,Ta/Me,Schejter&Bremec_2019; Schejter_etal_2020b,https://doi.org/10.3989/scimar.04863.10A,,,Size is mean btw min and max (Schejter&Bremec_2019); AMPNBB-II
130,Autumn,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Flabellum,Flabellum_thouarsi,Cnidaria,Benthos,No,NA,NA,NA,49,NA,Ta/Me,Schejter&Bremec_2019; Schejter_etal_2020b,https://doi.org/10.3989/scimar.04863.10A,,,Size is mean btw min and max (Schejter&Bremec_2019); AMPNBB-II
134,NA,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Inferiolabiata,Inferiolabiata_lowei,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Ta/Me,Bernal_etal_2018,https://doi.org/10.1007/s12526-018-0861-1,,,
186,NA,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Stellapora,Stellapora_echinata,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Talud,Bernal_etal_2018,https://doi.org/10.1007/s12526-018-0861-1,,,
127,Autumn,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Errina,Errina_antarctica,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2016,https://doi.org/10.1007/s00300-016-1913-2,,,
166,Autumn,Cnidaria,Anthozoa,Actiniaria,Clavulariidae,Clavularia,Clavularia_sp,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Talud,Schejter_etal_2016,https://doi.org/10.1007/s00300-016-1913-2,,,
187,Autumn,Cnidaria,Hydrozoa,Leptothecata,Symplectoscyphidae,Symplectoscyphus,Symplectoscyphus_sp,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Talud,Schejter_etal_2016,https://doi.org/10.1007/s00300-016-1913-2,,,
138,Autumn,Cnidaria,Hydrozoa,Leptothecata,Sertularellidae,Sertularella,Sertularella_sp1,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2016; 2020a,https://doi.org/10.1007/s00300-016-1913-2,,,
139,Autumn,Cnidaria,Hydrozoa,Leptothecata,Sertularellidae,Sertularella,Sertularella_sp2,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2016; 2020a,https://doi.org/10.1007/s00300-016-1913-2,,,
158,Autumn,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Alcyonium,Alcyonium_sp1,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2016; 2020a; 2020b,https://doi.org/10.1007/s00300-016-1913-2,,,
103,Autumn,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Campanularia,Campanularia_sp,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Meseta,Schejter_etal_2016; 2020b,https://doi.org/10.1007/s00300-016-1913-2,,,
118,Autumn,Cnidaria,Hydrozoa,Leptothecata,Sertularellidae,Sertularella,Sertularella_striata,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Meseta,Schejter_etal_2016; Schejter_etal_2020b,https://doi.org/10.1007/s00300-016-1913-2,,,
173,Autumn,Cnidaria,Anthozoa,Pennatulacea,Halipteridae,Halipteris,Halipteris_africana,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2018; 2020b,https://ri.conicet.gov.ar/handle/11336/98394,,,
100,Autumn,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Alcyonium,Alcyonium_antarcticum,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Meseta,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,
102,Autumn,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,Bougainvillia,Bougainvillia_macloviana,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Meseta,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,
104,Autumn,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Coryne,Coryne_sp,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Meseta,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,
105,Autumn,Cnidaria,Anthozoa,Actiniaria,Preactiniidae,Dactylanthus,Dactylanthus_antarcticus,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Meseta,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,
106,Autumn,Cnidaria,Hydrozoa,Leptothecata,Haleciidae,Halecium,Halecium_beanii,Cnidaria,Benthos,Yes,NA,NA,NA,200,NA,Meseta,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,
107,Autumn,Cnidaria,Hydrozoa,Leptothecata,Haleciidae,Halecium,Halecium_delicatulum,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Meseta,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,
108,Autumn,Cnidaria,Hydrozoa,Leptothecata,Hebellidae,Hebella,Hebella_striata,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Meseta,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,
109,Autumn,Cnidaria,Hydrozoa,Leptothecata,Tiarannidae,Modeeria,Modeeria_rotunda,Cnidaria,Benthos,Yes,NA,NA,NA,1.75,NA,Meseta,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,
110,Autumn,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia_longissima,Cnidaria,Benthos,Yes,NA,NA,NA,350,NA,Meseta,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,
112,All,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia_spp,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Meseta,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,
113,Autumn,Cnidaria,Hydrozoa,Leptothecata,Phialellidae,Phialella,Phialella_chilensis,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Meseta,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,
114,Autumn,Cnidaria,Hydrozoa,Leptothecata,Plumulariidae,Plumularia,Plumularia_setacea,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Meseta,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,
115,Autumn,Cnidaria,Anthozoa,Alcyonacea,Isididae,Primnoisis,Primnoisis_antarctica,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Meseta,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,
116,Autumn,Cnidaria,Hydrozoa,Leptothecata,Sertularellidae,Sertularella,Sertularella_antarctica,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Meseta,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,
117,Autumn,Cnidaria,Hydrozoa,Leptothecata,Sertularellidae,Sertularella,Sertularella_gayi,Cnidaria,Benthos,Yes,NA,NA,NA,250,NA,Meseta,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,
119,Autumn,Cnidaria,Hydrozoa,Leptothecata,Symplectoscyphidae,Symplectoscyphus,Symplectoscyphus_magellanicus,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Meseta,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,
146,Autumn,Cnidaria,Anthozoa,Alcyonacea,Primnoidea,Thouarella,Thouarella_spp,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,
164,Autumn,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Caryophyllia,Caryophyllia_coronula,Cnidaria,Benthos,No,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,
170,Autumn,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Flabellum,Flabellum_apertum,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,
172,Autumn,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Flabellum,Flabellum_spp,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Ta/Me,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,
184,Autumn,Cnidaria,Hydrozoa,Siphonophorae,Rhodaliidae,Rhodalia,Rhodalia_miranda,Cnidaria,Benthos,Yes,NA,NA,NA,NA,NA,Talud,Schejter_etal_2020b,https://doi.org/10.11646/zootaxa.4878.2.1,,,
101,Spring,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,Bougainvillia,Bougainvillia_sp,Cnidaria,Benthos,No,0.61,NA,NA,NA,NA,Meseta,Spinelli_etal_2020,https://doi.org/10.1016/j.jmarsys.2020.103398,,,
111,All,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia_sp,Cnidaria,Benthos,Yes,0.7,NA,NA,NA,NA,Meseta,Spinelli_etal_2020,https://doi.org/10.1016/j.jmarsys.2020.103398,,,
190,Spring,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliana,Emiliania_huxleyi,Coccolithophorids,Phytoplankton,Yes,NA,NA,NA,0.0093,NA,Meseta,Guinder_etal_2020,https://doi.org/10.1371/journal.pone.0233156,,,
191,Spring,Haptophyta,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis_antarctica,Coccolithophorids,Phytoplankton,Yes,NA,NA,NA,NA,NA,Meseta,Guinder_etal_2020,https://doi.org/10.1371/journal.pone.0233156,,,
204,NA,NA,NA,NA,NA,NA,Cumacea,Cumacea,NA,Artefact,NA,NA,NA,NA,NA,Ta/Me,See species,NA,,,NA
192,Spring,Arthropoda,Crustacea,Cumacea,Nannastacidae,Campylaspis,Campylaspis_bacescui,Cumacea,Benthos,No,NA,NA,NA,4,NA,Meseta,Doti_etal_2020,https://doi.org/10.1007/s00300-020-02725-z,Roccatagliata_pers.com.,,
193,Spring,Arthropoda,Crustacea,Cumacea,Nannastacidae,Campylaspis,Campylaspis_frigida,Cumacea,Benthos,No,NA,NA,NA,4,NA,Meseta,Doti_etal_2020,https://doi.org/10.1007/s00300-020-02725-z,Roccatagliata_pers.com.,,
194,Spring,Arthropoda,Crustacea,Cumacea,Nannastacidae,Cumella,Cumella_argentinae,Cumacea,Benthos,No,NA,NA,NA,2,NA,Meseta,Doti_etal_2020,https://doi.org/10.1007/s00300-020-02725-z,Roccatagliata_pers.com.,,
195,Spring,Arthropoda,Crustacea,Cumacea,Diastylidae,Diastylis,Diastylis_granulata,Cumacea,Benthos,No,NA,NA,NA,6,NA,Meseta,Doti_etal_2020,https://doi.org/10.1007/s00300-020-02725-z,Roccatagliata_pers.com.,,
196,Spring,Arthropoda,Crustacea,Cumacea,Diastylidae,Diastylis,Diastylis_hammoniae,Cumacea,Benthos,No,NA,NA,NA,6,NA,Meseta,Doti_etal_2020,https://doi.org/10.1007/s00300-020-02725-z,Roccatagliata_pers.com.,,
197,Spring,Arthropoda,Crustacea,Cumacea,Diastylidae,Diastylis,Diastylis_planifrons,Cumacea,Benthos,No,NA,NA,NA,6,NA,Meseta,Doti_etal_2020,https://doi.org/10.1007/s00300-020-02725-z,Roccatagliata_pers.com.,,
198,Spring,Arthropoda,Crustacea,Cumacea,Diastylidae,Ekleptostylis,Ekleptostylis_heardi,Cumacea,Benthos,No,NA,NA,NA,6,NA,Meseta,Doti_etal_2020,https://doi.org/10.1007/s00300-020-02725-z,Roccatagliata_pers.com.,,
199,Spring,Arthropoda,Crustacea,Cumacea,Diastylidae,Ekleptostylis,Ekleptostylis_vemae,Cumacea,Benthos,No,NA,NA,NA,6,NA,Meseta,Doti_etal_2020,https://doi.org/10.1007/s00300-020-02725-z,Roccatagliata_pers.com.,,
200,Spring,Arthropoda,Crustacea,Cumacea,Leuconidae,Eudorella,Eudorella_sp,Cumacea,Benthos,Yes,NA,NA,NA,4,NA,Meseta,Doti_etal_2020,https://doi.org/10.1007/s00300-020-02725-z,Roccatagliata_pers.com.,,
